id,rarity,cumulative_times_ssr,aptitude_num,probability,profession_id,profession_name,talent_group
10235,4,5575,46,5,30001,学者,303
10236,4,5575,47,4,30001,学者,303
10237,4,5575,48,3,30001,学者,303
10238,4,5575,49,2,30001,学者,303
10239,4,5575,50,1,30001,学者,303
10240,4,6455,42,10,10001,战士,103
10241,4,6455,43,9,10001,战士,103
10242,4,6455,44,8,10001,战士,103
10243,4,6455,44,7,10001,战士,103
10244,4,6455,45,6,10001,战士,103
10245,4,6455,46,5,10001,战士,103
10246,4,6455,47,4,10001,战士,103
10247,4,6455,48,3,10001,战士,103
10248,4,6455,49,2,10001,战士,103
10249,4,6455,50,1,10001,战士,103
10250,4,6455,42,10,20001,猎人,203
10251,4,6455,43,9,20001,猎人,203
10252,4,6455,44,8,20001,猎人,203
10253,4,6455,44,7,20001,猎人,203
10254,4,6455,45,6,20001,猎人,203
10255,4,6455,46,5,20001,猎人,203
10256,4,6455,47,4,20001,猎人,203
10257,4,6455,48,3,20001,猎人,203
10258,4,6455,49,2,20001,猎人,203
10259,4,6455,50,1,20001,猎人,203
10260,4,6455,42,10,30001,学者,303
10261,4,6455,43,9,30001,学者,303
10262,4,6455,44,8,30001,学者,303
10263,4,6455,44,7,30001,学者,303
10264,4,6455,45,6,30001,学者,303
10265,4,6455,46,5,30001,学者,303
10266,4,6455,47,4,30001,学者,303
10267,4,6455,48,3,30001,学者,303
10268,4,6455,49,2,30001,学者,303
10269,4,6455,50,1,30001,学者,303
10270,4,7473,42,10,10001,战士,103
10271,4,7473,43,9,10001,战士,103
10272,4,7473,44,8,10001,战士,103
10273,4,7473,44,7,10001,战士,103
10274,4,7473,45,6,10001,战士,103
10275,4,7473,46,5,10001,战士,103
10276,4,7473,47,4,10001,战士,103
10277,4,7473,48,3,10001,战士,103
10278,4,7473,49,2,10001,战士,103
10279,4,7473,50,1,10001,战士,103
10280,4,7473,42,10,20001,猎人,203
10281,4,7473,43,9,20001,猎人,203
10282,4,7473,44,8,20001,猎人,203
10283,4,7473,44,7,20001,猎人,203
10284,4,7473,45,6,20001,猎人,203
10285,4,7473,46,5,20001,猎人,203
10286,4,7473,47,4,20001,猎人,203
10287,4,7473,48,3,20001,猎人,203
10288,4,7473,49,2,20001,猎人,203
10289,4,7473,50,1,20001,猎人,203
10290,4,7473,42,10,30001,学者,303
10291,4,7473,43,9,30001,学者,303
10292,4,7473,44,8,30001,学者,303
10293,4,7473,44,7,30001,学者,303
10294,4,7473,45,6,30001,学者,303
10295,4,7473,46,5,30001,学者,303
10296,4,7473,47,4,30001,学者,303
10297,4,7473,48,3,30001,学者,303
10298,4,7473,49,2,30001,学者,303
10299,4,7473,50,1,30001,学者,303
10300,4,8223,42,10,10001,战士,103
10301,4,8223,43,9,10001,战士,103
10302,4,8223,44,8,10001,战士,103
10303,4,8223,44,7,10001,战士,103
10304,4,8223,45,6,10001,战士,103
10305,4,8223,46,5,10001,战士,103
10306,4,8223,47,4,10001,战士,103
10307,4,8223,48,3,10001,战士,103
10308,4,8223,49,2,10001,战士,103
10309,4,8223,50,1,10001,战士,103
10310,4,8223,42,10,20001,猎人,203
10311,4,8223,43,9,20001,猎人,203
10312,4,8223,44,8,20001,猎人,203
10313,4,8223,44,7,20001,猎人,203
10314,4,8223,45,6,20001,猎人,203
10315,4,8223,46,5,20001,猎人,203
10316,4,8223,47,4,20001,猎人,203
10317,4,8223,48,3,20001,猎人,203
10318,4,8223,49,2,20001,猎人,203
10319,4,8223,50,1,20001,猎人,203
10320,4,8223,42,10,30001,学者,303
10321,4,8223,43,9,30001,学者,303
10322,4,8223,44,8,30001,学者,303
10323,4,8223,44,7,30001,学者,303
10324,4,8223,45,6,30001,学者,303
10325,4,8223,46,5,30001,学者,303
10326,4,8223,47,4,30001,学者,303
10327,4,8223,48,3,30001,学者,303
10328,4,8223,49,2,30001,学者,303
10329,4,8223,50,1,30001,学者,303
10330,4,9103,42,10,10001,战士,103
10331,4,9103,43,9,10001,战士,103
10332,4,9103,44,8,10001,战士,103
10333,4,9103,44,7,10001,战士,103
10334,4,9103,45,6,10001,战士,103
10335,4,9103,46,5,10001,战士,103
10336,4,9103,47,4,10001,战士,103
10337,4,9103,48,3,10001,战士,103
10338,4,9103,49,2,10001,战士,103
10339,4,9103,50,1,10001,战士,103
10340,4,9103,42,10,20001,猎人,203
10341,4,9103,43,9,20001,猎人,203
10342,4,9103,44,8,20001,猎人,203
10343,4,9103,44,7,20001,猎人,203
10344,4,9103,45,6,20001,猎人,203
10345,4,9103,46,5,20001,猎人,203
10346,4,9103,47,4,20001,猎人,203
10347,4,9103,48,3,20001,猎人,203
10348,4,9103,49,2,20001,猎人,203
10349,4,9103,50,1,20001,猎人,203
10350,4,9103,42,10,30001,学者,303
10351,4,9103,43,9,30001,学者,303
10352,4,9103,44,8,30001,学者,303
10353,4,9103,44,7,30001,学者,303
10354,4,9103,45,6,30001,学者,303
10355,4,9103,46,5,30001,学者,303
10356,4,9103,47,4,30001,学者,303
10357,4,9103,48,3,30001,学者,303
10358,4,9103,49,2,30001,学者,303
10359,4,9103,50,1,30001,学者,303
10360,4,10121,42,10,10001,战士,103
10361,4,10121,43,9,10001,战士,103
10362,4,10121,44,8,10001,战士,103
10363,4,10121,44,7,10001,战士,103
10364,4,10121,45,6,10001,战士,103
10365,4,10121,46,5,10001,战士,103
10366,4,10121,47,4,10001,战士,103
10367,4,10121,48,3,10001,战士,103
10368,4,10121,49,2,10001,战士,103
10369,4,10121,50,1,10001,战士,103
10370,4,10121,42,10,20001,猎人,203
10371,4,10121,43,9,20001,猎人,203
10372,4,10121,44,8,20001,猎人,203
10373,4,10121,44,7,20001,猎人,203
10374,4,10121,45,6,20001,猎人,203
10375,4,10121,46,5,20001,猎人,203
10376,4,10121,47,4,20001,猎人,203
10377,4,10121,48,3,20001,猎人,203
10378,4,10121,49,2,20001,猎人,203
10379,4,10121,50,1,20001,猎人,203
10380,4,10121,42,10,30001,学者,303
10381,4,10121,43,9,30001,学者,303
10382,4,10121,44,8,30001,学者,303
10383,4,10121,44,7,30001,学者,303
10384,4,10121,45,6,30001,学者,303
10385,4,10121,46,5,30001,学者,303
10386,4,10121,47,4,30001,学者,303
10387,4,10121,48,3,30001,学者,303
10388,4,10121,49,2,30001,学者,303
10389,4,10121,50,1,30001,学者,303
10390,4,10871,42,10,10001,战士,103
10391,4,10871,43,9,10001,战士,103
10392,4,10871,44,8,10001,战士,103
10393,4,10871,44,7,10001,战士,103
10394,4,10871,45,6,10001,战士,103
10395,4,10871,46,5,10001,战士,103
10396,4,10871,47,4,10001,战士,103
10397,4,10871,48,3,10001,战士,103
10398,4,10871,49,2,10001,战士,103
10399,4,10871,50,1,10001,战士,103
10400,4,10871,42,10,20001,猎人,203
10401,4,10871,43,9,20001,猎人,203
10402,4,10871,44,8,20001,猎人,203
10403,4,10871,44,7,20001,猎人,203
10404,4,10871,45,6,20001,猎人,203
10405,4,10871,46,5,20001,猎人,203
10406,4,10871,47,4,20001,猎人,203
10407,4,10871,48,3,20001,猎人,203
10408,4,10871,49,2,20001,猎人,203
10409,4,10871,50,1,20001,猎人,203
10410,4,10871,42,10,30001,学者,303
10411,4,10871,43,9,30001,学者,303
10412,4,10871,44,8,30001,学者,303
10413,4,10871,44,7,30001,学者,303
10414,4,10871,45,6,30001,学者,303
10415,4,10871,46,5,30001,学者,303
10416,4,10871,47,4,30001,学者,303
10417,4,10871,48,3,30001,学者,303
10418,4,10871,49,2,30001,学者,303
10419,4,10871,50,1,30001,学者,303
10420,4,11751,42,10,10001,战士,103
10421,4,11751,43,9,10001,战士,103
10422,4,11751,44,8,10001,战士,103
10423,4,11751,44,7,10001,战士,103
10424,4,11751,45,6,10001,战士,103
10425,4,11751,46,5,10001,战士,103
10426,4,11751,47,4,10001,战士,103
10427,4,11751,48,3,10001,战士,103
10428,4,11751,49,2,10001,战士,103
10429,4,11751,50,1,10001,战士,103
10430,4,11751,42,10,20001,猎人,203
10431,4,11751,43,9,20001,猎人,203
10432,4,11751,44,8,20001,猎人,203
10433,4,11751,44,7,20001,猎人,203
10434,4,11751,45,6,20001,猎人,203
10435,4,11751,46,5,20001,猎人,203
10436,4,11751,47,4,20001,猎人,203
10437,4,11751,48,3,20001,猎人,203
10438,4,11751,49,2,20001,猎人,203
10439,4,11751,50,1,20001,猎人,203
10440,4,11751,42,10,30001,学者,303
10441,4,11751,43,9,30001,学者,303
10442,4,11751,44,8,30001,学者,303
10443,4,11751,44,7,30001,学者,303
10444,4,11751,45,6,30001,学者,303
10445,4,11751,46,5,30001,学者,303
10446,4,11751,47,4,30001,学者,303
10447,4,11751,48,3,30001,学者,303
10448,4,11751,49,2,30001,学者,303
10449,4,11751,50,1,30001,学者,303
10450,4,12769,42,10,10001,战士,103
10451,4,12769,43,9,10001,战士,103
10452,4,12769,44,8,10001,战士,103
10453,4,12769,44,7,10001,战士,103
10454,4,12769,45,6,10001,战士,103
10455,4,12769,46,5,10001,战士,103
10456,4,12769,47,4,10001,战士,103
10457,4,12769,48,3,10001,战士,103
10458,4,12769,49,2,10001,战士,103
10459,4,12769,50,1,10001,战士,103
10460,4,12769,42,10,20001,猎人,203
10461,4,12769,43,9,20001,猎人,203
10462,4,12769,44,8,20001,猎人,203
10463,4,12769,44,7,20001,猎人,203
10464,4,12769,45,6,20001,猎人,203
10465,4,12769,46,5,20001,猎人,203
10466,4,12769,47,4,20001,猎人,203
10467,4,12769,48,3,20001,猎人,203
10468,4,12769,49,2,20001,猎人,203
10469,4,12769,50,1,20001,猎人,203
10470,4,12769,42,10,30001,学者,303
10471,4,12769,43,9,30001,学者,303
10472,4,12769,44,8,30001,学者,303
10473,4,12769,44,7,30001,学者,303
10474,4,12769,45,6,30001,学者,303
10475,4,12769,46,5,30001,学者,303
10476,4,12769,47,4,30001,学者,303
10477,4,12769,48,3,30001,学者,303
10478,4,12769,49,2,30001,学者,303
10479,4,12769,50,1,30001,学者,303
10480,4,13519,42,10,10001,战士,103
10481,4,13519,43,9,10001,战士,103
10482,4,13519,44,8,10001,战士,103
10483,4,13519,44,7,10001,战士,103
10484,4,13519,45,6,10001,战士,103
10485,4,13519,46,5,10001,战士,103
10486,4,13519,47,4,10001,战士,103
10487,4,13519,48,3,10001,战士,103
10488,4,13519,49,2,10001,战士,103
10489,4,13519,50,1,10001,战士,103
10490,4,13519,42,10,20001,猎人,203
10491,4,13519,43,9,20001,猎人,203
10492,4,13519,44,8,20001,猎人,203
10493,4,13519,44,7,20001,猎人,203
10494,4,13519,45,6,20001,猎人,203
10495,4,13519,46,5,20001,猎人,203
10496,4,13519,47,4,20001,猎人,203
10497,4,13519,48,3,20001,猎人,203
10498,4,13519,49,2,20001,猎人,203
10499,4,13519,50,1,20001,猎人,203
10500,4,13519,42,10,30001,学者,303
10501,4,13519,43,9,30001,学者,303
10502,4,13519,44,8,30001,学者,303
10503,4,13519,44,7,30001,学者,303
10504,4,13519,45,6,30001,学者,303
10505,4,13519,46,5,30001,学者,303
10506,4,13519,47,4,30001,学者,303
10507,4,13519,48,3,30001,学者,303
10508,4,13519,49,2,30001,学者,303
10509,4,13519,50,1,30001,学者,303
10510,4,14399,42,10,10001,战士,103
10511,4,14399,43,9,10001,战士,103
10512,4,14399,44,8,10001,战士,103
10513,4,14399,44,7,10001,战士,103
10514,4,14399,45,6,10001,战士,103
10515,4,14399,46,5,10001,战士,103
10516,4,14399,47,4,10001,战士,103
10517,4,14399,48,3,10001,战士,103
10518,4,14399,49,2,10001,战士,103
10519,4,14399,50,1,10001,战士,103
10520,4,14399,42,10,20001,猎人,203
10521,4,14399,43,9,20001,猎人,203
10522,4,14399,44,8,20001,猎人,203
10523,4,14399,44,7,20001,猎人,203
10524,4,14399,45,6,20001,猎人,203
10525,4,14399,46,5,20001,猎人,203
10526,4,14399,47,4,20001,猎人,203
10527,4,14399,48,3,20001,猎人,203
10528,4,14399,49,2,20001,猎人,203
10529,4,14399,50,1,20001,猎人,203
10530,4,14399,42,10,30001,学者,303
10531,4,14399,43,9,30001,学者,303
10532,4,14399,44,8,30001,学者,303
10533,4,14399,44,7,30001,学者,303
10534,4,14399,45,6,30001,学者,303
10535,4,14399,46,5,30001,学者,303
10536,4,14399,47,4,30001,学者,303
10537,4,14399,48,3,30001,学者,303
10538,4,14399,49,2,30001,学者,303
10539,4,14399,50,1,30001,学者,303
10540,4,15417,42,10,10001,战士,103
10541,4,15417,43,9,10001,战士,103
10542,4,15417,44,8,10001,战士,103
10543,4,15417,44,7,10001,战士,103
10544,4,15417,45,6,10001,战士,103
10545,4,15417,46,5,10001,战士,103
10546,4,15417,47,4,10001,战士,103
10547,4,15417,48,3,10001,战士,103
10548,4,15417,49,2,10001,战士,103
10549,4,15417,50,1,10001,战士,103
10550,4,15417,42,10,20001,猎人,203
10551,4,15417,43,9,20001,猎人,203
10552,4,15417,44,8,20001,猎人,203
10553,4,15417,44,7,20001,猎人,203
10554,4,15417,45,6,20001,猎人,203
10555,4,15417,46,5,20001,猎人,203
10556,4,15417,47,4,20001,猎人,203
10557,4,15417,48,3,20001,猎人,203
10558,4,15417,49,2,20001,猎人,203
10559,4,15417,50,1,20001,猎人,203
10560,4,15417,42,10,30001,学者,303
10561,4,15417,43,9,30001,学者,303
10562,4,15417,44,8,30001,学者,303
10563,4,15417,44,7,30001,学者,303
10564,4,15417,45,6,30001,学者,303
10565,4,15417,46,5,30001,学者,303
10566,4,15417,47,4,30001,学者,303
10567,4,15417,48,3,30001,学者,303
10568,4,15417,49,2,30001,学者,303
10569,4,15417,50,1,30001,学者,303
10570,4,16167,42,10,10001,战士,103
10571,4,16167,43,9,10001,战士,103
10572,4,16167,44,8,10001,战士,103
10573,4,16167,44,7,10001,战士,103
10574,4,16167,45,6,10001,战士,103
10575,4,16167,46,5,10001,战士,103
10576,4,16167,47,4,10001,战士,103
10577,4,16167,48,3,10001,战士,103
10578,4,16167,49,2,10001,战士,103
10579,4,16167,50,1,10001,战士,103
10580,4,16167,42,10,20001,猎人,203
10581,4,16167,43,9,20001,猎人,203
10582,4,16167,44,8,20001,猎人,203
10583,4,16167,44,7,20001,猎人,203
10584,4,16167,45,6,20001,猎人,203
10585,4,16167,46,5,20001,猎人,203
10586,4,16167,47,4,20001,猎人,203
10587,4,16167,48,3,20001,猎人,203
10588,4,16167,49,2,20001,猎人,203
10589,4,16167,50,1,20001,猎人,203
10590,4,16167,42,10,30001,学者,303
10591,4,16167,43,9,30001,学者,303
10592,4,16167,44,8,30001,学者,303
10593,4,16167,44,7,30001,学者,303
10594,4,16167,45,6,30001,学者,303
10595,4,16167,46,5,30001,学者,303
10596,4,16167,47,4,30001,学者,303
10597,4,16167,48,3,30001,学者,303
10598,4,16167,49,2,30001,学者,303
10599,4,16167,50,1,30001,学者,303
10600,4,17047,42,10,10001,战士,103
10601,4,17047,43,9,10001,战士,103
10602,4,17047,44,8,10001,战士,103
10603,4,17047,44,7,10001,战士,103
10604,4,17047,45,6,10001,战士,103
10605,4,17047,46,5,10001,战士,103
10606,4,17047,47,4,10001,战士,103
10607,4,17047,48,3,10001,战士,103
10608,4,17047,49,2,10001,战士,103
10609,4,17047,50,1,10001,战士,103
10610,4,17047,42,10,20001,猎人,203
10611,4,17047,43,9,20001,猎人,203
10612,4,17047,44,8,20001,猎人,203
10613,4,17047,44,7,20001,猎人,203
10614,4,17047,45,6,20001,猎人,203
10615,4,17047,46,5,20001,猎人,203
10616,4,17047,47,4,20001,猎人,203
10617,4,17047,48,3,20001,猎人,203
10618,4,17047,49,2,20001,猎人,203
10619,4,17047,50,1,20001,猎人,203
10620,4,17047,42,10,30001,学者,303
10621,4,17047,43,9,30001,学者,303
10622,4,17047,44,8,30001,学者,303
10623,4,17047,44,7,30001,学者,303
10624,4,17047,45,6,30001,学者,303
10625,4,17047,46,5,30001,学者,303
10626,4,17047,47,4,30001,学者,303
10627,4,17047,48,3,30001,学者,303
10628,4,17047,49,2,30001,学者,303
10629,4,17047,50,1,30001,学者,303
10630,4,18065,42,10,10001,战士,103
10631,4,18065,43,9,10001,战士,103
10632,4,18065,44,8,10001,战士,103
10633,4,18065,44,7,10001,战士,103
10634,4,18065,45,6,10001,战士,103
10635,4,18065,46,5,10001,战士,103
10636,4,18065,47,4,10001,战士,103
10637,4,18065,48,3,10001,战士,103
10638,4,18065,49,2,10001,战士,103
10639,4,18065,50,1,10001,战士,103
10640,4,18065,42,10,20001,猎人,203
10641,4,18065,43,9,20001,猎人,203
10642,4,18065,44,8,20001,猎人,203
10643,4,18065,44,7,20001,猎人,203
10644,4,18065,45,6,20001,猎人,203
10645,4,18065,46,5,20001,猎人,203
10646,4,18065,47,4,20001,猎人,203
10647,4,18065,48,3,20001,猎人,203
10648,4,18065,49,2,20001,猎人,203
10649,4,18065,50,1,20001,猎人,203
10650,4,18065,42,10,30001,学者,303
10651,4,18065,43,9,30001,学者,303
10652,4,18065,44,8,30001,学者,303
10653,4,18065,44,7,30001,学者,303
10654,4,18065,45,6,30001,学者,303
10655,4,18065,46,5,30001,学者,303
10656,4,18065,47,4,30001,学者,303
10657,4,18065,48,3,30001,学者,303
10658,4,18065,49,2,30001,学者,303
10659,4,18065,50,1,30001,学者,303
10660,4,18815,42,10,10001,战士,103
10661,4,18815,43,9,10001,战士,103
10662,4,18815,44,8,10001,战士,103
10663,4,18815,44,7,10001,战士,103
10664,4,18815,45,6,10001,战士,103
10665,4,18815,46,5,10001,战士,103
10666,4,18815,47,4,10001,战士,103
10667,4,18815,48,3,10001,战士,103
10668,4,18815,49,2,10001,战士,103
10669,4,18815,50,1,10001,战士,103
10670,4,18815,42,10,20001,猎人,203
10671,4,18815,43,9,20001,猎人,203
10672,4,18815,44,8,20001,猎人,203
10673,4,18815,44,7,20001,猎人,203
10674,4,18815,45,6,20001,猎人,203
10675,4,18815,46,5,20001,猎人,203
10676,4,18815,47,4,20001,猎人,203
10677,4,18815,48,3,20001,猎人,203
10678,4,18815,49,2,20001,猎人,203
