id,name,icon,atlas,is_show,player_role,slot_man,slot_woman,type_1,type_2,gender,val,get_type,price_money,price_diamond,sale_id,guide,consume,group
11000,女性五官1,11000,SkeletonData11000,1,1,,,1,4,2,,,0,0,,1,0,
11001,女性五官2,11001,SkeletonData11001,1,,,,1,4,2,,,,,,1,,
11002,女性五官3,11002,SkeletonData11002,1,,,,1,4,2,,,,,,1,,
11300,棕色五官1,,,1,1,woman_eyebrow_front,woman_eyebrow_front,1,5,2,#754d26,,0,0,,1,0,
11301,红色五官1,,,1,1,woman_eyebrow_front,woman_eyebrow_front,1,5,2,#cc2b18,,0,0,,1,0,
11302,金色五官1,,,1,1,woman_eyebrow_front,woman_eyebrow_front,1,5,2,#fdd551,,0,0,,1,0,
11303,红色五官2,,,1,1,woman_eyebrow_front,woman_eyebrow_front,1,5,2,#ab1114,,0,0,,1,0,
11304,褐色五官1,,,1,1,woman_eyebrow_front,woman_eyebrow_front,1,5,2,#53491c,,0,0,,1,0,
11305,白色五官1,,,1,1,woman_eyebrow_front,woman_eyebrow_front,1,5,2,#ffffff,,0,0,,1,0,
11306,白色五官2,,,1,1,woman_eyebrow_front,woman_eyebrow_front,1,5,2,#d4f4ff,,0,0,,1,0,
11307,褐色五官2,,,1,1,woman_eyebrow_front,woman_eyebrow_front,1,5,2,#a47445,,0,0,,1,0,
11308,褐色五官3,,,1,1,woman_eyebrow_front,woman_eyebrow_front,1,5,2,#72423a,,0,0,,1,0,
11309,红色五官3,,,1,1,woman_eyebrow_front,woman_eyebrow_front,1,5,2,#ff9bce,,0,0,,1,0,
11401,蓝色眼睛1,,,1,1,woman_pupil_front,woman_pupil_front,1,8,2,#008ca3,,0,0,,1,0,
11402,褐色眼睛1,,,1,1,woman_pupil_front,woman_pupil_front,1,8,2,#9e4900,,0,0,,1,0,
11403,金色眼睛1,,,1,1,woman_pupil_front,woman_pupil_front,1,8,2,#fdf100,,0,0,,1,0,
11404,褐色眼睛2,,,1,1,woman_pupil_front,woman_pupil_front,1,8,2,#4a2403,,0,0,,1,0,
11405,红色眼睛1,,,1,1,woman_pupil_front,woman_pupil_front,1,8,2,#70001d,,0,0,,1,0,
11406,蓝色眼睛2,,,1,1,woman_pupil_front,woman_pupil_front,1,8,2,#80c0e6,,0,0,,1,0,
11407,褐色眼睛3,,,1,1,woman_pupil_front,woman_pupil_front,1,8,2,#e5ab19,,0,0,,1,0,
11408,金色眼睛2,,,1,1,woman_pupil_front,woman_pupil_front,1,8,2,#eec010,,0,0,,1,0,
11409,蓝色眼睛3,,,1,1,woman_pupil_front,woman_pupil_front,1,8,2,#6e90c5,,0,0,,1,0,
12000,蓝瞳五官,12000,SkeletonData12000,1,,,,1,4,1,,,,,,1,,
12001,棕色络腮胡五官,12001,SkeletonData12001,1,,,,1,4,1,,,,,,1,,
12002,红色络腮胡五官,12002,SkeletonData12002,1,,,,1,4,1,,,,,,1,,
12003,绿瞳五官,12003,SkeletonData12003,1,,,,1,4,1,,,,,,1,,
12004,船锚胡须五官,12004,SkeletonData12004,1,,,,1,4,1,,,,,,1,,
12005,严肃五官,12005,SkeletonData12005,1,,,,1,4,1,,,,,,1,,
12006,大胡子五官,12006,SkeletonData12006,1,,,,1,4,1,,,,,,1,,
12007,O形胡须,12007,SkeletonData12007,1,,,,1,4,1,,,,,,1,,
12008,有神采五官,12008,SkeletonData12008,1,,,,1,4,1,,,,,,1,,
12009,山羊胡五官,12009,SkeletonData12009,1,,,,1,4,1,,,,,,1,,
12010,胆小五官,12010,SkeletonData12010,1,,,,1,4,1,,,,,,1,,
12011,惊吓五官,12011,SkeletonData12011,1,,,,1,4,1,,,,,,1,,
12300,棕色五官1,,,1,1,man_eyebrow_front/m_beard,man_eyebrow_front/m_beard,1,5,1,#754d26,,0,0,,1,0,
12301,红色五官1,,,1,1,man_eyebrow_front/m_beard,man_eyebrow_front/m_beard,1,5,1,#cc2b18,,0,0,,1,0,
12302,金色五官1,,,1,1,man_eyebrow_front/m_beard,man_eyebrow_front/m_beard,1,5,1,#fdd551,,0,0,,1,0,
12303,红色五官2,,,1,1,man_eyebrow_front/m_beard,man_eyebrow_front/m_beard,1,5,1,#ab1114,,0,0,,1,0,
12304,褐色五官1,,,1,1,man_eyebrow_front/m_beard,man_eyebrow_front/m_beard,1,5,1,#53491c,,0,0,,1,0,
12305,白色五官1,,,1,1,man_eyebrow_front/m_beard,man_eyebrow_front/m_beard,1,5,1,#ffffff,,0,0,,1,0,
12306,白色五官2,,,1,1,man_eyebrow_front/m_beard,man_eyebrow_front/m_beard,1,5,1,#d4f4ff,,0,0,,1,0,
12307,褐色五官2,,,1,1,man_eyebrow_front/m_beard,man_eyebrow_front/m_beard,1,5,1,#a47445,,0,0,,1,0,
12308,褐色五官3,,,1,1,man_eyebrow_front/m_beard,man_eyebrow_front/m_beard,1,5,1,#72423a,,0,0,,1,0,
12309,红色五官3,,,1,1,man_eyebrow_front/m_beard,man_eyebrow_front/m_beard,1,5,1,#ff9bce,,0,0,,1,0,
12401,绿色眼睛1,,,1,1,man_pupil_front,man_pupil_front,1,8,1,#008ca3,,0,0,,1,0,
12402,褐色眼睛1,,,1,1,man_pupil_front,man_pupil_front,1,8,1,#9e4900,,0,0,,1,0,
12403,金色眼睛1,,,1,1,man_pupil_front,man_pupil_front,1,8,1,#fdf100,,0,0,,1,0,
12404,褐色眼睛2,,,1,1,man_pupil_front,man_pupil_front,1,8,1,#834814,,0,0,,1,0,
12405,白色眼睛1,,,1,1,man_pupil_front,man_pupil_front,1,8,1,#70001d,,0,0,,1,0,
12406,蓝色眼睛1,,,1,1,man_pupil_front,man_pupil_front,1,8,1,#80c0e6,,0,0,,1,0,
12407,褐色眼睛3,,,1,1,man_pupil_front,man_pupil_front,1,8,1,#e5ab19,,0,0,,1,0,
12408,金色眼睛2,,,1,1,man_pupil_front,man_pupil_front,1,8,1,#eec010,,0,0,,1,0,
12409,蓝色眼睛2,,,1,1,man_pupil_front,man_pupil_front,1,8,1,#6e90c5,,0,0,,1,0,
13001,无头发-女,,,1,1,,,1,2,2,,,0,0,,1,0,
13002,中分卷发,13002,SkeletonData13002,1,1,,,1,2,2,,,0,0,,1,0,
13003,中分马尾,13003,SkeletonData13003,1,1,,,1,2,2,,,0,0,,1,0,
13004,中分长发,13004,SkeletonData13004,1,1,,,1,2,2,,,0,0,,1,0,
13005,偏分马尾,13005,SkeletonData13005,1,1,,,1,2,2,,,0,0,,1,0,
13006,偏分短发,13006,SkeletonData13006,1,1,,,1,2,2,,,0,0,,1,0,
13301,棕色头发1,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#754d26,,0,0,,1,0,
13302,红色头发1,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#760008,,0,0,,1,0,
13303,黑色头发1,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#866860,,0,0,,1,0,
13304,灰色头发1,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#ffffff,,0,0,,1,0,
13305,白色头发1,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#d4f4ff,,0,0,,1,0,
13306,金色头发1,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#a47445,,0,0,,1,0,
13307,棕色头发2,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#72423a,,0,0,,1,0,
13308,棕色头发3,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#8b5c64,,0,0,,1,0,
13309,金色头发2,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#ff7813,,0,0,,1,0,
13310,棕色头发4,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#bd4e04,,0,0,,1,0,
13311,棕色头发5,,,1,1,woman_hair_front/hair_back01,woman_hair_front/hair_back01,1,3,2,#a47445,,0,0,,1,0,
14001,无头发-男,,,1,1,,,1,2,1,,,0,0,,1,0,
14002,褐色纹理发,14002,SkeletonData14002,1,1,,,1,2,1,,,0,0,,1,0,
14003,黑人烫,14003,SkeletonData14003,1,1,,,1,2,1,,,0,0,,1,0,
14004,红棕寸头,14004,SkeletonData14004,1,1,,,1,2,1,,,0,0,,1,0,
14005,莫西干发,14005,SkeletonData14005,1,1,,,1,2,1,,,0,0,,1,0,
14006,侧分背头,14006,SkeletonData14006,1,1,,,1,2,1,,,0,0,,1,0,
14007,短寸,14007,SkeletonData14007,1,1,,,1,2,1,,,0,0,,1,0,
14008,长偏分发,14008,SkeletonData14008,1,,,,1,2,1,,,,,,1,,
14009,经典背头,14009,SkeletonData14009,1,,,,1,2,1,,,,,,1,,
14010,板寸,14010,SkeletonData14010,1,,,,1,2,1,,,,,,1,,
14011,碎发刘海,14011,SkeletonData14011,1,,,,1,2,1,,,,,,1,,
14012,男式中长发,14012,SkeletonData14012,1,,,,1,2,1,,,,,,1,,
14301,棕色头发1,,,1,1,man_hair_front,man_hair_front,1,3,1,#754d26,,0,0,,1,0,
14302,红色头发1,,,1,1,man_hair_front,man_hair_front,1,3,1,#760008,,0,0,,1,0,
14303,黑色头发1,,,1,1,man_hair_front,man_hair_front,1,3,1,#866860,,0,0,,1,0,
14304,灰色头发1,,,1,1,man_hair_front,man_hair_front,1,3,1,#ffffff,,0,0,,1,0,
14305,白色头发1,,,1,1,man_hair_front,man_hair_front,1,3,1,#d4f4ff,,0,0,,1,0,
14306,金色头发1,,,1,1,man_hair_front,man_hair_front,1,3,1,#a47445,,0,0,,1,0,
14307,棕色头发2,,,1,1,man_hair_front,man_hair_front,1,3,1,#72423a,,0,0,,1,0,
14308,棕色头发3,,,1,1,man_hair_front,man_hair_front,1,3,1,#8b5c64,,0,0,,1,0,
14309,金色头发2,,,1,1,man_hair_front,man_hair_front,1,3,1,#ff7813,,0,0,,1,0,
14310,棕色头发4,,,1,1,man_hair_front,man_hair_front,1,3,1,#bd4e04,,0,0,,1,0,
14311,棕色头发5,,,1,1,man_hair_front,man_hair_front,1,3,1,#a47445,,0,0,,1,0,
15001,女式工装围裙,15001,SkeletonData15001,1,1,,,2,20,2,,,0,0,,1,0,
15002,服装设计师上衣,15002,SkeletonData15002,1,1,,,2,20,2,,2,0,20,,0,0,1
15003,化学家上衣,15003,SkeletonData15003,1,1,,,2,20,2,,2,0,50,,0,0,1
15004,哥特式上衣,15004,SkeletonData15004,1,1,,,2,20,2,,3,0,0,20002,0,0,1
15005,艾莉的短袖衬衫,15005,SkeletonData15005,1,1,,,2,20,2,,3,0,0,21006,0,0,1
15006,暗紫战斗护甲,15006,SkeletonData15006,2,1,,,2,20,2,,2,0,100,,0,0,1
15007,废土尖刺装,15007,SkeletonData15007,1,1,,,2,20,2,,3,0,0,21005,0,0,1
15008,恐惧机械装甲,15008,SkeletonData15008,2,1,,,2,20,2,,2,0,150,,0,0,1
15009,冬季棉服,15009,SkeletonData15009,1,1,,,2,20,2,,3,0,0,40041,0,0,1
15010,拜年服,15010,SkeletonData15010,2,1,,,2,20,2,,2,0,150,,0,0,1
15501,男式工装围裙,15501,SkeletonData15501,1,1,,,2,20,1,,,0,0,,1,0,
15502,手工工装上衣,15502,SkeletonData15502,1,1,,,2,20,1,,2,0,20,,0,0,1
15503,工程师上衣,15503,SkeletonData15503,1,1,,,2,20,1,,2,0,50,,0,0,1
15504,铁匠上衣,15504,SkeletonData15504,2,1,,,2,20,1,,2,0,80,,0,0,1
15505,伐木工上衣,15505,SkeletonData15505,1,1,,,2,20,1,,2,0,100,,0,0,1
15506,装配师上衣,15506,SkeletonData15506,1,1,,,2,20,1,,2,0,120,,0,0,1
15507,战斗披风,15507,SkeletonData15507,1,1,,,2,20,1,,3,0,0,20004,0,0,1
15508,医疗白色大褂,15508,SkeletonData15508,1,1,,,2,20,1,,3,0,0,20003,0,0,1
15509,领袖战斗装,15509,SkeletonData15509,1,1,,,2,20,1,,2,0,120,,0,0,1
15510,日常衬衣,15510,SkeletonData15510,1,1,,,2,20,1,,2,0,120,,0,0,1
15511,大佬马甲,15511,SkeletonData15511,1,1,,,2,20,1,,3,0,0,21006,0,0,1
15512,废土流浪上衣,15512,SkeletonData15512,1,1,,,2,20,1,,3,0,0,21005,0,0,1
15513,子弹外套,15513,SkeletonData15513,1,1,,,2,20,1,,2,0,150,,0,0,1
15514,野蛮人外套,15514,SkeletonData15514,2,1,,,2,20,1,,2,0,150,,0,0,1
15515,废土尖刺装,15515,SkeletonData15515,2,1,,,2,20,1,,2,0,150,,0,0,1
15516,海盗外套,15516,SkeletonData15516,1,1,,,2,20,1,,2,0,150,,0,0,1
15517,钢板尖刺外套,15517,SkeletonData15517,2,1,,,2,20,1,,2,0,150,,0,0,1
15518,机甲仿制装,15518,SkeletonData15518,2,1,,,2,20,1,,2,0,150,,0,0,1
15519,皮制尖刺上衣,15519,SkeletonData15519,1,1,,,2,20,1,,2,0,100,,0,0,1
15520,流浪者上衣,15520,SkeletonData15520,1,1,,,2,20,1,,2,0,150,,0,0,1
15521,金焰防弹护甲,15521,SkeletonData15521,2,1,,,2,20,1,,2,0,150,,0,0,1
15522,丧尸上衣,15522,SkeletonData15522,1,1,,,2,20,1,,2,0,200,,0,0,1
15523,冬季棉服,15523,SkeletonData15523,1,1,,,2,20,1,,3,0,0,40041,0,0,1
15524,拜年服,15524,SkeletonData15524,2,1,,,2,20,1,,2,0,150,,0,0,1
16001,女式工装裤,16001,SkeletonData16001,1,1,,,2,21,2,,,0,0,,1,0,
16002,服装设计师长裤,16002,SkeletonData16002,1,1,,,2,21,2,,2,0,20,,0,0,2
16003,化学家长裤,16003,SkeletonData16003,1,1,,,2,21,2,,2,0,20,,0,0,2
16004,哥特式长裤,16004,SkeletonData16004,1,1,,,2,21,2,,3,0,0,20002,0,0,2
16005,艾莉的牛仔裤,16005,SkeletonData16005,1,1,,,2,21,2,,2,0,100,,0,0,2
16006,迷彩战斗长裤,16006,SkeletonData16006,1,1,,,2,21,2,,2,0,100,,0,0,2
16007,废土破损短裤,16007,SkeletonData16007,1,1,,,2,21,2,,2,0,20,,0,0,2
16008,恐惧机械腿甲,16008,SkeletonData16008,1,1,,,2,21,2,,2,0,100,,0,0,2
16009,冬季棉裤,16009,SkeletonData16009,1,1,,,2,21,2,,3,0,0,40040,0,0,2
16501,男式工装裤,16501,SkeletonData16501,1,1,,,2,21,1,,,0,0,,1,0,
16502,手工工装长裤,16502,SkeletonData16502,1,1,,,2,21,1,,2,0,20,,0,0,2
16503,工程师长裤,16503,SkeletonData16503,1,1,,,2,21,1,,2,0,50,,0,0,2
16504,铁匠长裤,16504,SkeletonData16504,1,1,,,2,21,1,,2,0,80,,0,0,2
16505,伐木工长裤,16505,SkeletonData16505,1,1,,,2,21,1,,2,0,100,,0,0,2
16506,装配师长裤,16506,SkeletonData16506,1,1,,,2,21,1,,2,0,100,,0,0,2
16507,战斗长裤,16507,SkeletonData16507,1,1,,,2,21,1,,3,0,0,20004,0,0,2
16508,医疗工作裤,16508,SkeletonData16508,1,1,,,2,21,1,,3,0,0,20003,0,0,2
16509,领袖战斗裤,16509,SkeletonData16509,1,1,,,2,21,1,,2,0,120,,0,0,2
16510,日常牛仔裤,16510,SkeletonData16510,1,1,,,2,21,1,,2,0,120,,0,0,2
16511,大佬西裤,16511,SkeletonData16511,1,1,,,2,21,1,,2,0,130,,0,0,2
16512,废土流浪牛仔裤,16512,SkeletonData16512,1,1,,,2,21,1,,2,0,150,,0,0,2
16513,子弹牛仔裤,16513,SkeletonData16513,1,1,,,2,21,1,,2,0,150,,0,0,2
16514,野蛮人长裤,16514,SkeletonData16514,1,1,,,2,21,1,,2,0,150,,0,0,2
16515,废土尖刺长裤,16515,SkeletonData16515,2,1,,,2,21,1,,2,0,150,,0,0,2
16516,海盗短裤,16516,SkeletonData16516,1,1,,,2,21,1,,2,0,150,,0,0,2
16517,钢板尖刺腿甲,16517,SkeletonData16517,1,1,,,2,21,1,,2,0,150,,0,0,2
16518,机甲仿制腿甲,16518,SkeletonData16518,2,1,,,2,21,1,,2,0,150,,0,0,2
16519,皮制尖刺护腿,16519,SkeletonData16519,1,1,,,2,21,1,,2,0,100,,0,0,2
16520,流浪者腿甲,16520,SkeletonData16520,1,1,,,2,21,1,,2,0,150,,0,0,2
16521,金焰防弹腿甲,16521,SkeletonData16521,1,1,,,2,21,1,,2,0,150,,0,0,2
16522,丧尸长裤,16522,SkeletonData16522,1,1,,,2,21,1,,2,0,200,,0,0,2
16523,冬季棉裤,16523,SkeletonData16523,1,1,,,2,21,1,,3,0,0,40040,0,0,2
17001,无帽子-女,,,1,1,,,2,22,2,,,0,0,,1,0,
17002,探险者护目镜,17002,SkeletonData17002,1,1,,,2,22,2,,,0,20,,1,0,3
17003,艾拉的科技眼镜,17003,SkeletonData17003,1,1,,,2,22,2,,2,0,80,,0,0,3
17004,劳伦斯的鸭舌帽,17004,SkeletonData17004,1,1,,,2,22,2,,2,0,80,,0,0,3
17005,阿芙莉亚的头饰,17005,SkeletonData17005,1,1,,,2,22,2,,3,0,0,20002,0,0,3
17006,复古墨镜,17006,SkeletonData17006,1,1,,,2,22,2,,2,0,80,,0,0,3
17007,大佬墨镜,17007,SkeletonData17007,1,1,,,2,22,2,,2,0,90,,0,0,3
17008,恶霸头饰,17008,SkeletonData17008,1,1,,,2,22,2,,4,0,0,,0,0,3
17009,特种防毒头盔,17009,SkeletonData17009,2,1,,,2,22,2,,2,0,100,,0,0,3
17010,嘻哈头饰,17010,SkeletonData17010,2,1,,,2,22,2,,,0,0,,1,0,3
17011,海盗首领帽,17011,SkeletonData17011,2,1,,,2,22,2,,2,0,200,,0,0,3
17012,核能武士头盔,17012,SkeletonData17012,2,1,,,2,22,2,,2,0,200,,0,0,3
17013,最终武士头盔,17013,SkeletonData17013,2,1,,,2,22,2,,2,0,100,,0,0,3
17014,防爆头盔,17014,SkeletonData17014,2,1,,,2,22,2,,2,0,150,,0,0,3
17015,游荡者面具,17015,SkeletonData17015,2,1,,,2,22,2,,2,0,200,,0,0,3
17016,小丑女头饰,17016,SkeletonData17016,2,1,,,2,22,2,,2,0,200,,0,0,3
17017,中秋头饰,17017,SkeletonData17017,2,1,,,2,22,2,,3,0,0,40001,0,0,3
17018,南瓜帽-女,17018,SkeletonData17018,2,1,,,2,22,2,,3,0,0,40001,0,0,3
17019,南瓜头套-女,17019,SkeletonData17019,2,1,,,2,22,2,,3,0,0,40001,0,0,3
17020,圣诞帽,17020,SkeletonData17020,1,1,,,2,22,2,,3,0,0,40001,0,0,3
17021,刺绣绒帽,17021,SkeletonData17021,2,1,,,2,22,2,,2,0,150,,0,0,3
17501,无帽子-男,,,1,1,,,2,22,1,,,0,0,,1,0,
17502,探险者护目镜,17502,SkeletonData17502,1,1,,,2,22,1,,,0,0,,1,0,3
17503,伊利欧斯的头饰,17503,SkeletonData17503,1,1,,,2,22,1,,2,0,20,,0,0,3
17504,威廉的头饰,17504,SkeletonData17504,1,1,,,2,22,1,,2,0,50,,0,0,3
17505,约翰的棒球帽,17505,SkeletonData17505,1,1,,,2,22,1,,2,0,80,,0,0,3
17506,艾拉的科技眼镜,17506,SkeletonData17506,2,1,,,2,22,1,,2,0,100,,0,0,3
17507,劳伦斯的鸭舌帽,17507,SkeletonData17507,1,1,,,2,22,1,,2,0,150,,0,0,3
17508,西恩的面具,17508,SkeletonData17508,1,1,,,2,22,1,,3,0,0,20004,0,0,3
17509,复古墨镜,17509,SkeletonData17509,1,1,,,2,22,1,,2,0,80,,0,0,3
17510,大佬墨镜,17510,SkeletonData17510,2,1,,,2,22,1,,2,0,90,,0,0,3
17511,针织帽,17511,SkeletonData17511,1,1,,,2,22,1,,2,0,80,,0,0,3
17512,西恩的面具,17512,SkeletonData17512,2,1,,,2,22,1,,3,0,90,20004,0,0,3
17513,恶霸头饰,17513,SkeletonData17513,1,1,,,2,22,1,,4,0,0,,0,0,3
17514,特种防毒头盔,17514,SkeletonData17514,2,1,,,2,22,1,,2,0,100,,0,0,3
17515,海盗首领帽,17515,SkeletonData17515,2,1,,,2,22,1,,2,0,150,,0,0,3
17516,核能武士头盔,17516,SkeletonData17516,2,1,,,2,22,1,,2,0,200,,0,0,3
17517,最终武士头盔,17517,SkeletonData17517,2,1,,,2,22,1,,2,0,200,,0,0,3
17518,防爆头盔,17518,SkeletonData17518,2,1,,,2,22,1,,2,0,200,,0,0,3
17519,游荡者面具,17519,SkeletonData17519,1,1,,,2,22,1,,2,0,200,,0,0,3
17520,小丑面妆,17520,SkeletonData17520,2,1,,,2,22,1,,2,0,200,,0,0,3
17521,重装恶鬼头饰,17521,SkeletonData17521,2,1,,,2,22,1,,2,0,200,,0,0,3
17522,小丑皇头饰,17522,SkeletonData17522,1,1,,,2,22,1,,2,0,200,,0,0,3
17523,中秋头饰,17523,SkeletonData17523,2,1,,,2,22,1,,3,0,0,40001,0,0,3
17524,南瓜帽-男,17524,SkeletonData17524,2,1,,,2,22,1,,3,0,0,40001,0,0,3
