id,name,quality,level,extraordinary_equip_id,equip_id,dressId,exp,price_gold,purchase_price,auction_price,price_diamond,hp_basic,atk_basic,def_basic,spd_basic,acc_basic,dodge_basic,cri_basic,tough_basic,piercing_dmg,burn_dmg,ment_dmg,electricity_dmg,radiation_dmg,piercing_res,burn_res,ment_res,electricity_res,radiation_res,artisan_exp,discount_energy,double_energy,recommend_energy,probability_make,improve_quality_diamond,talk_success_energy,talk_failure_energy,fixGem
1144,史诗切割之刃,4,10,10001144,1140,,96500,1890000,945000,1890000,2,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,820,1825,365,18,1584,2,1,166
1145,传奇切割之刃,5,10,10001145,1140,,96500,3150000,1575000,3150000,2,0,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,820,1825,365,4,1980,2,1,277
1151,战术匕首,1,2,10001151,1150,201150,546,228,114,228,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,18,5,8862,29,2,1,10
1152,优秀战术匕首,2,2,10001152,1150,201150,546,296,148,296,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,18,5,850,31,2,1,10
1153,无暇战术匕首,3,2,10001153,1150,201150,546,456,228,456,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,18,5,250,62,2,1,10
1154,史诗战术匕首,4,2,10001154,1150,201150,546,684,342,684,2,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,18,5,30,124,2,1,13
1155,传奇战术匕首,5,2,10001155,1150,201150,546,1140,570,1140,2,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,18,5,8,155,2,1,22
1161,源氏刃,1,6,10001161,1160,201160,17500,38500,19250,38500,2,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,145,320,65,9053,180,2,1,27
1162,优秀源氏刃,2,6,10001162,1160,201160,17500,50050,25025,50050,2,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,145,320,65,800,192,2,1,34
1163,无暇源氏刃,3,6,10001163,1160,201160,17500,77000,38500,77000,2,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,145,320,65,125,384,2,1,54
1164,史诗源氏刃,4,6,10001164,1160,201160,17500,115500,57750,115500,2,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,145,320,65,18,768,2,1,81
1165,传奇源氏刃,5,6,10001165,1160,201160,17500,192500,96250,192500,2,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,145,320,65,4,960,2,1,134
1171,鬼头镰刀,1,7,10001171,1170,201170,26400,77400,38700,77400,2,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200,450,100,9053,234,2,1,35
1172,优秀鬼头镰刀,2,7,10001172,1170,201170,26400,100620,50310,100620,2,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200,450,100,800,250,2,1,43
1173,无暇鬼头镰刀,3,7,10001173,1170,201170,26400,154800,77400,154800,2,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200,450,100,125,499,2,1,70
1174,史诗鬼头镰刀,4,7,10001174,1170,201170,26400,232200,116100,232200,2,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200,450,100,18,998,2,1,104
1175,传奇鬼头镰刀,5,7,10001175,1170,201170,26400,387000,193500,387000,2,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200,450,100,4,1248,2,1,175
1181,金伯利彩刃,1,5,10001181,1180,201180,9490,7600,3800,7600,2,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78,169,33,9053,139,2,1,21
1182,优秀金伯利彩刃,2,5,10001182,1180,201180,9490,9880,4940,9880,2,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78,169,33,800,150,2,1,26
1183,无暇金伯利彩刃,3,5,10001183,1180,201180,9490,15200,7600,15200,2,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78,169,33,125,299,2,1,42
1184,史诗金伯利彩刃,4,5,10001184,1180,201180,9490,22800,11400,22800,2,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78,169,33,18,598,2,1,62
1185,传奇金伯利彩刃,5,5,10001185,1180,201180,9490,38000,19000,38000,2,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,78,169,33,4,748,2,1,105
2011,粗壮树干,1,1,10002011,2010,202010,145,115,58,115,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,9,5,8750,10,2,1,10
2012,优秀粗壮树干,2,1,10002012,2010,202010,145,150,75,150,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,9,5,900,11,2,1,10
2013,无暇粗壮树干,3,1,10002013,2010,202010,145,230,115,230,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,9,5,300,22,2,1,10
2014,史诗粗壮树干,4,1,10002014,2010,202010,145,345,173,345,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,9,5,40,44,2,1,10
2015,传奇粗壮树干,5,1,10002015,2010,202010,145,575,288,575,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,9,5,10,55,2,1,10
2021,铁丝球棍,1,2,10002021,2020,202020,455,220,110,220,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,18,5,8862,22,2,1,10
2022,优秀铁丝球棍,2,2,10002022,2020,202020,455,286,143,286,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,18,5,850,24,2,1,10
2023,无暇铁丝球棍,3,2,10002023,2020,202020,455,440,220,440,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,18,5,250,48,2,1,10
2024,史诗铁丝球棍,4,2,10002024,2020,202020,455,660,330,660,2,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,18,5,30,96,2,1,10
2025,传奇铁丝球棍,5,2,10002025,2020,202020,455,1100,550,1100,2,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,18,5,8,120,2,1,17
2031,火把,1,3,10002031,2030,202030,1200,630,315,630,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,45,10,9053,37,2,1,10
2032,优秀火把,2,3,10002032,2030,202030,1200,819,410,819,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,45,10,800,40,2,1,10
2033,无暇火把,3,3,10002033,2030,202030,1200,1260,630,1260,2,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,45,10,125,80,2,1,11
2034,史诗火把,4,3,10002034,2030,202030,1200,1890,945,1890,2,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,45,10,18,160,2,1,17
2035,传奇火把,5,3,10002035,2030,202030,1200,3150,1575,3150,2,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,45,10,4,200,2,1,28
2041,灭火器,1,4,10002041,2040,202040,3100,2700,1350,2700,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,90,20,9053,62,2,1,10
2042,优秀灭火器,2,4,10002042,2040,202040,3100,3510,1755,3510,2,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,90,20,800,67,2,1,12
2043,无暇灭火器,3,4,10002043,2040,202040,3100,5400,2700,5400,2,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,90,20,125,134,2,1,19
2044,史诗灭火器,4,4,10002044,2040,202040,3100,8100,4050,8100,2,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,90,20,18,268,2,1,28
2045,传奇灭火器,5,4,10002045,2040,202040,3100,13500,6750,13500,2,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,90,20,4,335,2,1,47
2061,钢棍,1,5,10002061,2060,202060,7300,6200,3100,6200,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,130,25,9053,102,2,1,15
2062,优秀钢棍,2,5,10002062,2060,202060,7300,8060,4030,8060,2,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,130,25,800,109,2,1,19
2063,无暇钢棍,3,5,10002063,2060,202060,7300,12400,6200,12400,2,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,130,25,125,218,2,1,31
2064,史诗钢棍,4,5,10002064,2060,202060,7300,18600,9300,18600,2,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,130,25,18,436,2,1,46
2065,传奇钢棍,5,5,10002065,2060,202060,7300,31000,15500,31000,2,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60,130,25,4,545,2,1,76
2071,警棍,1,6,10002071,2070,202070,13500,21000,10500,21000,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110,240,50,9053,144,2,1,22
2072,优秀警棍,2,6,10002072,2070,202070,13500,27300,13650,27300,2,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110,240,50,800,154,2,1,27
2073,无暇警棍,3,6,10002073,2070,202070,13500,42000,21000,42000,2,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110,240,50,125,308,2,1,43
2074,史诗警棍,4,6,10002074,2070,202070,13500,63000,31500,63000,2,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110,240,50,18,616,2,1,65
2075,传奇警棍,5,6,10002075,2070,202070,13500,105000,52500,105000,2,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110,240,50,4,770,2,1,108
2081,战锤,1,7,10002081,2080,202080,22000,61500,30750,61500,2,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,180,400,80,9053,187,2,1,28
2082,优秀战锤,2,7,10002082,2080,202080,22000,79950,39975,79950,2,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,180,400,80,800,200,2,1,35
2083,无暇战锤,3,7,10002083,2080,202080,22000,123000,61500,123000,2,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,180,400,80,125,400,2,1,56
2084,史诗战锤,4,7,10002084,2080,202080,22000,184500,92250,184500,2,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,180,400,80,18,800,2,1,84
2085,传奇战锤,5,7,10002085,2080,202080,22000,307500,153750,307500,2,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,180,400,80,4,1000,2,1,140
2101,电击棍,1,8,10002101,2100,202100,35500,185000,92500,185000,2,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,305,675,135,9053,247,2,1,37
2102,优秀电击棍,2,8,10002102,2100,202100,35500,240500,120250,240500,2,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,305,675,135,800,264,2,1,46
2103,无暇电击棍,3,8,10002103,2100,202100,35500,370000,185000,370000,2,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,305,675,135,125,528,2,1,74
2104,史诗电击棍,4,8,10002104,2100,202100,35500,555000,277500,555000,2,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,305,675,135,18,1056,2,1,111
2105,传奇电击棍,5,8,10002105,2100,202100,35500,925000,462500,925000,2,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,305,675,135,4,1320,2,1,185
2111,碎骨锤,1,9,10002111,2110,202110,42000,290000,145000,290000,2,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,375,835,165,9053,277,2,1,41
2112,优秀碎骨锤,2,9,10002112,2110,202110,42000,377000,188500,377000,2,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,375,835,165,800,296,2,1,52
2113,无暇碎骨锤,3,9,10002113,2110,202110,42000,580000,290000,580000,2,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,375,835,165,125,592,2,1,83
2114,史诗碎骨锤,4,9,10002114,2110,202110,42000,870000,435000,870000,2,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,375,835,165,18,1184,2,1,124
2115,传奇碎骨锤,5,9,10002115,2110,202110,42000,1450000,725000,1450000,2,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,375,835,165,4,1480,2,1,207
2131,机械动力臂钉锤,1,10,10002131,2130,,53000,630000,315000,630000,2,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,820,1825,365,9053,315,2,1,47
2132,优秀机械动力臂钉锤,2,10,10002132,2130,,53000,819000,409500,819000,2,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,820,1825,365,800,336,2,1,59
2133,无暇机械动力臂钉锤,3,10,10002133,2130,,53000,1260000,630000,1260000,2,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,820,1825,365,125,672,2,1,94
2134,史诗机械动力臂钉锤,4,10,10002134,2130,,53000,1890000,945000,1890000,2,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,820,1825,365,18,1344,2,1,141
2135,传奇机械动力臂钉锤,5,10,10002135,2130,,53000,3150000,1575000,3150000,2,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,820,1825,365,4,1680,2,1,235
2051,石锤,1,4,10002051,2050,202050,3950,4600,2300,4600,2,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,115,25,9053,69,2,1,10
2052,优秀石锤,2,4,10002052,2050,202050,3950,5980,2990,5980,2,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50,115,25,800,74,2,1,13
