id,lv_min,lv_max,drop_group,type,rarity,name,item_id,item_num,probability
10089,1,99,120,26,1,短袖,12011,4,250
10090,1,99,120,26,1,木桶头盔,13011,5,250
10091,1,99,120,26,1,棒球帽,14011,5,250
10092,1,99,120,26,1,御寒棉帽,14021,4,100
10093,1,99,120,26,1,牛仔裤,15011,4,250
10094,1,99,120,26,1,防爆腿甲,16011,4,250
10095,1,99,120,26,1,洞洞鞋,17011,5,250
10096,1,99,120,26,1,板鞋,17021,4,100
10097,1,99,120,26,1,雨靴,18011,4,250
10098,1,99,120,26,1,砍刀,1012,1,175
10099,1,99,120,26,1,粗壮树干,2012,1,175
10100,1,99,120,26,1,简易弓,3012,1,175
10101,1,99,120,26,1,专家复合弓,3022,1,140
10102,1,99,120,26,1,左轮手枪,4012,1,105
10103,1,99,120,26,1,先锋战甲,10012,1,175
10104,1,99,120,26,1,防爆战甲,11012,1,175
10105,1,99,120,26,1,短袖,12012,1,175
10106,1,99,120,26,1,木桶头盔,13012,1,175
10107,1,99,120,26,1,棒球帽,14012,1,175
10108,1,99,120,26,1,御寒棉帽,14022,1,70
10109,1,99,120,26,1,牛仔裤,15012,1,175
10110,1,99,120,26,1,防爆腿甲,16012,1,175
10111,1,99,120,26,1,洞洞鞋,17012,1,175
10112,1,99,120,26,1,板鞋,17022,1,70
10113,1,99,120,26,1,雨靴,18012,1,175
10114,1,99,120,26,1,砍刀,1013,1,75
10115,1,99,120,26,1,粗壮树干,2013,1,75
10116,1,99,120,26,1,简易弓,3013,1,75
10117,1,99,120,26,1,专家复合弓,3023,1,60
10118,1,99,120,26,1,左轮手枪,4013,1,45
10119,1,99,120,26,1,先锋战甲,10013,1,75
10120,1,99,120,26,1,防爆战甲,11013,1,75
10121,1,99,120,26,1,短袖,12013,1,75
10122,1,99,120,26,1,木桶头盔,13013,1,75
10123,1,99,120,26,1,棒球帽,14013,1,75
10124,1,99,120,26,1,御寒棉帽,14023,1,30
10125,1,99,120,26,1,牛仔裤,15013,1,75
10126,1,99,120,26,1,防爆腿甲,16013,1,75
10127,1,99,120,26,1,洞洞鞋,17013,1,75
10128,1,99,120,26,1,板鞋,17023,1,30
10129,1,99,120,26,1,雨靴,18013,1,75
10130,1,99,120,20,2,便携交通工具,130001,1,20
10131,1,99,120,20,2,轻型机动车,130002,1,10
10132,1,99,120,21,2,初级探测器,130100,1,20
10133,1,99,120,21,2,中级探测器,130101,1,10
10134,1,99,120,22,2,初级战斗辅助器,130200,1,20
10135,1,99,120,22,2,中级战斗辅助器,130201,1,10
10136,1,99,120,24,2,初级战斗手册,130300,1,20
10137,1,99,120,24,2,中级战斗手册,130301,1,10
10138,1,99,120,18,2,初级训练卡,150003,1,20
10139,1,99,120,18,2,中级训练卡,150004,1,10
10140,1,99,120,25,2,维修工具,130400,1,10
10141,1,99,120,23,2,功能饮料,150002,1,10
10142,1,99,120,8,2,沉重的行李箱,50001,1,200
10143,1,99,120,9,2,行李箱钥匙,60001,1,2
10144,1,99,130,26,1,砍刀,1012,2,150
10145,1,99,130,26,1,粗壮树干,2012,2,150
10146,1,99,130,26,1,简易弓,3012,2,150
10147,1,99,130,26,1,专家复合弓,3022,2,120
10148,1,99,130,26,1,左轮手枪,4012,2,90
10149,1,99,130,26,1,先锋战甲,10012,2,150
10150,1,99,130,26,1,防爆战甲,11012,2,150
10151,1,99,130,26,1,短袖,12012,2,150
10152,1,99,130,26,1,木桶头盔,13012,2,150
10153,1,99,130,26,1,棒球帽,14012,2,150
10154,1,99,130,26,1,御寒棉帽,14022,2,60
10155,1,99,130,26,1,牛仔裤,15012,2,150
10156,1,99,130,26,1,防爆腿甲,16012,2,150
10157,1,99,130,26,1,洞洞鞋,17012,2,150
10158,1,99,130,26,1,板鞋,17022,2,60
10159,1,99,130,26,1,雨靴,18012,2,150
10160,1,99,130,26,1,砍刀,1013,1,125
10161,1,99,130,26,1,粗壮树干,2013,1,125
10162,1,99,130,26,1,简易弓,3013,1,125
10163,1,99,130,26,1,专家复合弓,3023,1,100
10164,1,99,130,26,1,左轮手枪,4013,1,75
10165,1,99,130,26,1,先锋战甲,10013,1,125
10166,1,99,130,26,1,防爆战甲,11013,1,125
10167,1,99,130,26,1,短袖,12013,1,125
10168,1,99,130,26,1,木桶头盔,13013,1,125
10169,1,99,130,26,1,棒球帽,14013,1,125
10170,1,99,130,26,1,御寒棉帽,14023,1,50
10171,1,99,130,26,1,牛仔裤,15013,1,125
10172,1,99,130,26,1,防爆腿甲,16013,1,125
10173,1,99,130,26,1,洞洞鞋,17013,1,125
10174,1,99,130,26,1,板鞋,17023,1,50
10175,1,99,130,26,1,雨靴,18013,1,125
10176,1,99,130,26,1,砍刀,1014,1,50
10177,1,99,130,26,1,粗壮树干,2014,1,50
10178,1,99,130,26,1,简易弓,3014,1,50
10179,1,99,130,26,1,专家复合弓,3024,1,40
10180,1,99,130,26,1,左轮手枪,4014,1,30
10181,1,99,130,26,1,先锋战甲,10014,1,50
10182,1,99,130,26,1,防爆战甲,11014,1,50
10183,1,99,130,26,1,短袖,12014,1,50
10184,1,99,130,26,1,木桶头盔,13014,1,50
10185,1,99,130,26,1,棒球帽,14014,1,50
10186,1,99,130,26,1,御寒棉帽,14024,1,20
10187,1,99,130,26,1,牛仔裤,15014,1,50
10188,1,99,130,26,1,防爆腿甲,16014,1,50
10189,1,99,130,26,1,洞洞鞋,17014,1,50
10190,1,99,130,26,1,板鞋,17024,1,20
10191,1,99,130,26,1,雨靴,18014,1,50
10192,1,99,130,20,2,便携交通工具,130001,1,20
10193,1,99,130,20,2,轻型机动车,130002,1,10
10194,1,99,130,21,2,初级探测器,130100,1,20
10195,1,99,130,21,2,中级探测器,130101,1,10
10196,1,99,130,22,2,初级战斗辅助器,130200,1,20
10197,1,99,130,22,2,中级战斗辅助器,130201,1,10
10198,1,99,130,24,2,初级战斗手册,130300,1,20
10199,1,99,130,24,2,中级战斗手册,130301,1,10
10200,1,99,130,18,2,初级训练卡,150003,1,20
10201,1,99,130,18,2,中级训练卡,150004,1,10
10202,1,99,130,25,2,维修工具,130400,1,10
10203,1,99,130,23,2,功能饮料,150002,1,10
10204,1,99,130,8,2,沉重的行李箱,50001,1,300
10205,1,99,130,9,2,行李箱钥匙,60001,1,200
10206,1,99,140,26,1,砍刀,1013,1,100
10207,1,99,140,26,1,粗壮树干,2013,1,100
10208,1,99,140,26,1,简易弓,3013,1,100
10209,1,99,140,26,1,专家复合弓,3023,1,80
10210,1,99,140,26,1,左轮手枪,4013,1,60
10211,1,99,140,26,1,先锋战甲,10013,1,100
10212,1,99,140,26,1,防爆战甲,11013,1,100
10213,1,99,140,26,1,短袖,12013,1,100
10214,1,99,140,26,1,木桶头盔,13013,1,100
10215,1,99,140,26,1,棒球帽,14013,1,100
10216,1,99,140,26,1,御寒棉帽,14023,1,40
10217,1,99,140,26,1,牛仔裤,15013,1,100
10218,1,99,140,26,1,防爆腿甲,16013,1,100
10219,1,99,140,26,1,洞洞鞋,17013,1,100
10220,1,99,140,26,1,板鞋,17023,1,40
10221,1,99,140,26,1,雨靴,18013,1,100
10222,1,99,140,26,1,砍刀,1014,1,25
10223,1,99,140,26,1,粗壮树干,2014,1,25
10224,1,99,140,26,1,简易弓,3014,1,25
10225,1,99,140,26,1,专家复合弓,3024,1,20
10226,1,99,140,26,1,左轮手枪,4014,1,15
10227,1,99,140,26,1,先锋战甲,10014,1,25
10228,1,99,140,26,1,防爆战甲,11014,1,25
10229,1,99,140,26,1,短袖,12014,1,25
10230,1,99,140,26,1,木桶头盔,13014,1,25
10231,1,99,140,26,1,棒球帽,14014,1,25
10232,1,99,140,26,1,御寒棉帽,14024,1,10
10233,1,99,140,26,1,牛仔裤,15014,1,25
10234,1,99,140,26,1,防爆腿甲,16014,1,25
10235,1,99,140,26,1,洞洞鞋,17014,1,25
10236,1,99,140,26,1,板鞋,17024,1,10
10237,1,99,140,26,1,雨靴,18014,1,25
10238,1,99,140,26,1,砍刀,1015,1,3
10239,1,99,140,26,1,粗壮树干,2015,1,3
10240,1,99,140,26,1,简易弓,3015,1,3
10241,1,99,140,26,1,专家复合弓,3025,1,2
10242,1,99,140,26,1,左轮手枪,4015,1,2
10243,1,99,140,26,1,先锋战甲,10015,1,3
10244,1,99,140,26,1,防爆战甲,11015,1,3
10245,1,99,140,26,1,短袖,12015,1,3
10246,1,99,140,26,1,木桶头盔,13015,1,3
10247,1,99,140,26,1,棒球帽,14015,1,3
10248,1,99,140,26,1,御寒棉帽,14025,1,1
10249,1,99,140,26,1,牛仔裤,15015,1,3
10250,1,99,140,26,1,防爆腿甲,16015,1,3
10251,1,99,140,26,1,洞洞鞋,17015,1,3
10252,1,99,140,26,1,板鞋,17025,1,1
10253,1,99,140,26,1,雨靴,18015,1,3
10254,1,99,140,20,2,便携交通工具,130001,1,20
10255,1,99,140,20,2,轻型机动车,130002,1,10
10256,1,99,140,21,2,初级探测器,130100,1,20
10257,1,99,140,21,2,中级探测器,130101,1,10
10258,1,99,140,22,2,初级战斗辅助器,130200,1,20
10259,1,99,140,22,2,中级战斗辅助器,130201,1,10
10260,1,99,140,24,2,初级战斗手册,130300,1,20
10261,1,99,140,24,2,中级战斗手册,130301,1,10
10262,1,99,140,18,2,初级训练卡,150003,1,20
10263,1,99,140,18,2,中级训练卡,150004,1,10
10264,1,99,140,25,2,维修工具,130400,1,10
10265,1,99,140,23,2,功能饮料,150002,1,10
10266,1,99,140,8,2,沉重的行李箱,50001,1,350
10267,1,99,140,9,2,行李箱钥匙,60001,1,250
10268,1,99,150,26,1,砍刀,1014,1,20
10269,1,99,150,26,1,粗壮树干,2014,1,20
10270,1,99,150,26,1,简易弓,3014,1,20
10271,1,99,150,26,1,专家复合弓,3024,1,16
10272,1,99,150,26,1,左轮手枪,4014,1,12
10273,1,99,150,26,1,先锋战甲,10014,1,20
10274,1,99,150,26,1,防爆战甲,11014,1,20
10275,1,99,150,26,1,短袖,12014,1,20
10276,1,99,150,26,1,木桶头盔,13014,1,20
10277,1,99,150,26,1,棒球帽,14014,1,20
10278,1,99,150,26,1,御寒棉帽,14024,1,8
10279,1,99,150,26,1,牛仔裤,15014,1,20
10280,1,99,150,26,1,防爆腿甲,16014,1,20
10281,1,99,150,26,1,洞洞鞋,17014,1,20
10282,1,99,150,26,1,板鞋,17024,1,8
10283,1,99,150,26,1,雨靴,18014,1,20
10284,1,99,150,26,1,砍刀,1015,1,2
10285,1,99,150,26,1,粗壮树干,2015,1,1
10286,1,99,150,26,1,简易弓,3015,1,2
10287,1,99,150,26,1,专家复合弓,3025,1,1
10288,1,99,150,26,1,左轮手枪,4015,1,2
10289,1,99,150,26,1,先锋战甲,10015,1,1
10290,1,99,150,26,1,防爆战甲,11015,1,1
10291,1,99,150,26,1,短袖,12015,1,1
10292,1,99,150,26,1,木桶头盔,13015,1,1
10293,1,99,150,26,1,棒球帽,14015,1,1
10294,1,99,150,26,1,御寒棉帽,14025,1,1
10295,1,99,150,26,1,牛仔裤,15015,1,1
10296,1,99,150,26,1,防爆腿甲,16015,1,1
10297,1,99,150,26,1,洞洞鞋,17015,1,1
10298,1,99,150,26,1,板鞋,17025,1,1
10299,1,99,150,26,1,雨靴,18015,1,1
10300,1,99,150,20,2,便携交通工具,130001,1,20
10301,1,99,150,20,2,轻型机动车,130002,1,10
10302,1,99,150,21,2,初级探测器,130100,1,20
10303,1,99,150,21,2,中级探测器,130101,1,10
10304,1,99,150,22,2,初级战斗辅助器,130200,1,20
10305,1,99,150,22,2,中级战斗辅助器,130201,1,10
10306,1,99,150,24,2,初级战斗手册,130300,1,20
10307,1,99,150,24,2,中级战斗手册,130301,1,10
10308,1,99,150,18,2,初级训练卡,150003,1,20
10309,1,99,150,18,2,中级训练卡,150004,1,10
10310,1,99,150,25,2,维修工具,130400,1,10
10311,1,99,150,23,2,功能饮料,150002,1,10
10312,1,99,150,8,2,沉重的行李箱,50001,1,120
10313,1,99,150,9,2,行李箱钥匙,60001,1,120
10314,1,99,200,26,1,拳刺,1021,2,500
10315,1,99,200,26,1,铁丝球棍,2021,2,500
10316,1,99,200,26,1,竞技用反曲弓,3031,1,500
10317,1,99,200,26,1,勇者战争手枪,4021,2,400
10318,1,99,200,26,1,冲锋护甲,10021,1,500
10319,1,99,200,26,1,警用装甲,11021,1,500
10320,1,99,200,26,1,连帽衫,12021,1,500
10321,1,99,200,26,1,战争勇者头盔,13021,1,500
10322,1,99,200,26,1,战略通讯器,14031,2,500
10323,1,99,200,26,1,警用裤,15021,2,500
10324,1,99,200,26,1,猩红腿甲,16021,1,200
10325,1,99,200,26,1,运动鞋,17031,1,500
10326,1,99,200,26,1,战争勇者靴,18021,1,500
10327,1,99,200,20,2,便携交通工具,130001,1,20
10328,1,99,200,20,2,轻型机动车,130002,1,10
10329,1,99,200,21,2,初级探测器,130100,1,20
10330,1,99,200,21,2,中级探测器,130101,1,10
10331,1,99,200,22,2,初级战斗辅助器,130200,1,20
10332,1,99,200,22,2,中级战斗辅助器,130201,1,10
10333,1,99,200,24,2,初级战斗手册,130300,1,20
10334,1,99,200,24,2,中级战斗手册,130301,1,10
10335,1,99,200,18,2,初级训练卡,150003,1,20
10336,1,99,200,18,2,中级训练卡,150004,1,10
10337,1,99,200,25,2,维修工具,130400,1,10
10338,1,99,200,23,2,功能饮料,150002,1,10
10339,1,99,200,8,2,军用补给箱,50002,1,500
10340,1,99,200,9,2,补给箱钥匙,60002,1,2
10341,1,99,210,26,1,拳刺,1021,3,250
10342,1,99,210,26,1,铁丝球棍,2021,3,250
10343,1,99,210,26,1,竞技用反曲弓,3031,2,250
10344,1,99,210,26,1,勇者战争手枪,4021,3,200
10345,1,99,210,26,1,冲锋护甲,10021,2,250
10346,1,99,210,26,1,警用装甲,11021,2,250
10347,1,99,210,26,1,连帽衫,12021,2,250
10348,1,99,210,26,1,战争勇者头盔,13021,2,250
10349,1,99,210,26,1,战略通讯器,14031,3,250
10350,1,99,210,26,1,警用裤,15021,3,250
10351,1,99,210,26,1,猩红腿甲,16021,2,100
10352,1,99,210,26,1,运动鞋,17031,2,250
10353,1,99,210,26,1,战争勇者靴,18021,2,250
10354,1,99,210,26,1,拳刺,1022,1,125
10355,1,99,210,26,1,铁丝球棍,2022,1,125
10356,1,99,210,26,1,竞技用反曲弓,3032,1,125
10357,1,99,210,26,1,勇者战争手枪,4022,1,100
10358,1,99,210,26,1,冲锋护甲,10022,1,125
10359,1,99,210,26,1,警用装甲,11022,1,125
10360,1,99,210,26,1,连帽衫,12022,1,125
10361,1,99,210,26,1,战争勇者头盔,13022,1,125
10362,1,99,210,26,1,战略通讯器,14032,1,125
10363,1,99,210,26,1,警用裤,15022,1,125
10364,1,99,210,26,1,猩红腿甲,16022,1,50
10365,1,99,210,26,1,运动鞋,17032,1,125
10366,1,99,210,26,1,战争勇者靴,18022,1,125
10367,1,99,210,20,2,便携交通工具,130001,1,20
10368,1,99,210,20,2,轻型机动车,130002,1,10
10369,1,99,210,21,2,初级探测器,130100,1,20
10370,1,99,210,21,2,中级探测器,130101,1,10
10371,1,99,210,22,2,初级战斗辅助器,130200,1,20
10372,1,99,210,22,2,中级战斗辅助器,130201,1,10
10373,1,99,210,24,2,初级战斗手册,130300,1,20
10374,1,99,210,24,2,中级战斗手册,130301,1,10
10375,1,99,210,18,2,初级训练卡,150003,1,20
10376,1,99,210,18,2,中级训练卡,150004,1,10
10377,1,99,210,25,2,维修工具,130400,1,10
10378,1,99,210,23,2,功能饮料,150002,1,10
10379,1,99,210,8,2,军用补给箱,50002,1,250
10380,1,99,210,9,2,补给箱钥匙,60002,1,2
10381,1,99,220,26,1,拳刺,1021,6,200
10382,1,99,220,26,1,铁丝球棍,2021,6,200
10383,1,99,220,26,1,竞技用反曲弓,3031,5,200
10384,1,99,220,26,1,勇者战争手枪,4021,6,160
10385,1,99,220,26,1,冲锋护甲,10021,5,200
10386,1,99,220,26,1,警用装甲,11021,5,200
10387,1,99,220,26,1,连帽衫,12021,5,200
10388,1,99,220,26,1,战争勇者头盔,13021,5,200
10389,1,99,220,26,1,战略通讯器,14031,6,200
10390,1,99,220,26,1,警用裤,15021,6,200
10391,1,99,220,26,1,猩红腿甲,16021,5,80
10392,1,99,220,26,1,运动鞋,17031,5,200
10393,1,99,220,26,1,战争勇者靴,18021,5,200
10394,1,99,220,26,1,拳刺,1022,1,100
10395,1,99,220,26,1,铁丝球棍,2022,1,100
10396,1,99,220,26,1,竞技用反曲弓,3032,1,100
10397,1,99,220,26,1,勇者战争手枪,4022,1,80
10398,1,99,220,26,1,冲锋护甲,10022,1,100
10399,1,99,220,26,1,警用装甲,11022,1,100
10400,1,99,220,26,1,连帽衫,12022,1,100
10401,1,99,220,26,1,战争勇者头盔,13022,1,100
10402,1,99,220,26,1,战略通讯器,14032,1,100
10403,1,99,220,26,1,警用裤,15022,1,100
10404,1,99,220,26,1,猩红腿甲,16022,1,40
10405,1,99,220,26,1,运动鞋,17032,1,100
10406,1,99,220,26,1,战争勇者靴,18022,1,100
10407,1,99,220,26,1,拳刺,1023,1,50
10408,1,99,220,26,1,铁丝球棍,2023,1,50
10409,1,99,220,26,1,竞技用反曲弓,3033,1,50
10410,1,99,220,26,1,勇者战争手枪,4023,1,40
10411,1,99,220,26,1,冲锋护甲,10023,1,50
10412,1,99,220,26,1,警用装甲,11023,1,50
10413,1,99,220,26,1,连帽衫,12023,1,50
10414,1,99,220,26,1,战争勇者头盔,13023,1,50
10415,1,99,220,26,1,战略通讯器,14033,1,50
10416,1,99,220,26,1,警用裤,15023,1,50
10417,1,99,220,26,1,猩红腿甲,16023,1,20
10418,1,99,220,26,1,运动鞋,17033,1,50
10419,1,99,220,26,1,战争勇者靴,18023,1,50
10420,1,99,220,20,2,便携交通工具,130001,1,20
10421,1,99,220,20,2,轻型机动车,130002,1,10
10422,1,99,220,21,2,初级探测器,130100,1,20
10423,1,99,220,21,2,中级探测器,130101,1,10
10424,1,99,220,22,2,初级战斗辅助器,130200,1,20
10425,1,99,220,22,2,中级战斗辅助器,130201,1,10
10426,1,99,220,24,2,初级战斗手册,130300,1,20
10427,1,99,220,24,2,中级战斗手册,130301,1,10
10428,1,99,220,18,2,初级训练卡,150003,1,20
10429,1,99,220,18,2,中级训练卡,150004,1,10
10430,1,99,220,25,2,维修工具,130400,1,10
10431,1,99,220,23,2,功能饮料,150002,1,10
10432,1,99,220,8,2,军用补给箱,50002,1,200
10433,1,99,220,9,2,补给箱钥匙,60002,1,2
10434,1,99,230,26,1,拳刺,1021,8,100
10435,1,99,230,26,1,铁丝球棍,2021,8,100
10436,1,99,230,26,1,竞技用反曲弓,3031,7,100
10437,1,99,230,26,1,勇者战争手枪,4021,8,80
10438,1,99,230,26,1,冲锋护甲,10021,7,100
10439,1,99,230,26,1,警用装甲,11021,7,100
10440,1,99,230,26,1,连帽衫,12021,7,100
10441,1,99,230,26,1,战争勇者头盔,13021,7,100
10442,1,99,230,26,1,战略通讯器,14031,8,100
10443,1,99,230,26,1,警用裤,15021,8,100
10444,1,99,230,26,1,猩红腿甲,16021,7,100
10445,1,99,230,26,1,运动鞋,17031,7,100
10446,1,99,230,26,1,战争勇者靴,18021,7,100
10447,1,99,230,26,1,拳刺,1022,1,80
10448,1,99,230,26,1,铁丝球棍,2022,1,80
10449,1,99,230,26,1,竞技用反曲弓,3032,1,80
10450,1,99,230,26,1,勇者战争手枪,4022,1,64
10451,1,99,230,26,1,冲锋护甲,10022,1,80
10452,1,99,230,26,1,警用装甲,11022,1,80
10453,1,99,230,26,1,连帽衫,12022,1,80
10454,1,99,230,26,1,战争勇者头盔,13022,1,80
10455,1,99,230,26,1,战略通讯器,14032,1,80
10456,1,99,230,26,1,警用裤,15022,1,80
10457,1,99,230,26,1,猩红腿甲,16022,1,80
10458,1,99,230,26,1,运动鞋,17032,1,80
10459,1,99,230,26,1,战争勇者靴,18022,1,80
10460,1,99,230,26,1,拳刺,1023,1,32
10461,1,99,230,26,1,铁丝球棍,2023,1,32
10462,1,99,230,26,1,竞技用反曲弓,3033,1,32
10463,1,99,230,26,1,勇者战争手枪,4023,1,26
10464,1,99,230,26,1,冲锋护甲,10023,1,32
10465,1,99,230,26,1,警用装甲,11023,1,32
10466,1,99,230,26,1,连帽衫,12023,1,32
10467,1,99,230,26,1,战争勇者头盔,13023,1,32
10468,1,99,230,26,1,战略通讯器,14033,1,32
10469,1,99,230,26,1,警用裤,15023,1,32
10470,1,99,230,26,1,猩红腿甲,16023,1,32
10471,1,99,230,26,1,运动鞋,17033,1,32
10472,1,99,230,26,1,战争勇者靴,18023,1,32
10473,1,99,230,26,1,拳刺,1024,1,13
10474,1,99,230,26,1,铁丝球棍,2024,1,13
10475,1,99,230,26,1,竞技用反曲弓,3034,1,13
10476,1,99,230,26,1,勇者战争手枪,4024,1,10
10477,1,99,230,26,1,冲锋护甲,10024,1,13
10478,1,99,230,26,1,警用装甲,11024,1,13
10479,1,99,230,26,1,连帽衫,12024,1,13
10480,1,99,230,26,1,战争勇者头盔,13024,1,13
10481,1,99,230,26,1,战略通讯器,14034,1,13
10482,1,99,230,26,1,警用裤,15024,1,13
10483,1,99,230,26,1,猩红腿甲,16024,1,13
10484,1,99,230,26,1,运动鞋,17034,1,13
10485,1,99,230,26,1,战争勇者靴,18024,1,13
10486,1,99,230,20,2,便携交通工具,130001,1,20
10487,1,99,230,20,2,轻型机动车,130002,1,10
10488,1,99,230,21,2,初级探测器,130100,1,20
10489,1,99,230,21,2,中级探测器,130101,1,10
10490,1,99,230,22,2,初级战斗辅助器,130200,1,20
10491,1,99,230,22,2,中级战斗辅助器,130201,1,10
10492,1,99,230,24,2,初级战斗手册,130300,1,20
10493,1,99,230,24,2,中级战斗手册,130301,1,10
10494,1,99,230,18,2,初级训练卡,150003,1,20
10495,1,99,230,18,2,中级训练卡,150004,1,10
10496,1,99,230,25,2,维修工具,130400,1,10
10497,1,99,230,23,2,功能饮料,150002,1,10
10498,1,99,230,8,2,军用补给箱,50002,1,150
10499,1,99,230,9,2,补给箱钥匙,60002,1,130
10500,1,99,240,26,1,拳刺,1021,8,100
10501,1,99,240,26,1,铁丝球棍,2021,8,100
10502,1,99,240,26,1,竞技用反曲弓,3031,7,100
10503,1,99,240,26,1,勇者战争手枪,4021,8,80
10504,1,99,240,26,1,冲锋护甲,10021,7,100
10505,1,99,240,26,1,警用装甲,11021,7,100
10506,1,99,240,26,1,连帽衫,12021,7,100
10507,1,99,240,26,1,战争勇者头盔,13021,7,100
10508,1,99,240,26,1,战略通讯器,14031,8,100
