id,monster_name,action_id,equip_type,monster_lv,monster_type,monster_ethnicity,monster_story,monster_atlas,monster_icon,monster_model,hp_basic,atk_basic,def_basic,spd_basic,acc_basic,dodge_basic,cri_basic,tough_basic,piercing_dmg,burn_dmg,ment_dmg,electricity_dmg,radiation_dmg,piercing_res,burn_res,ment_res,electricity_res,radiation_res,id_skill1,id_skill2,id_skill3,opening_dialog_id,skill_dialog_id,fail_dialog_id,if_close_combat
1012,劫掠者,50000,1,13,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,1806,299,24,5,60,19,65,65,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1013,劫掠者,50000,1,14,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,2036,331,26,5,60,19,70,70,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1014,劫掠者,50000,1,15,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,2660,420,35,5,70,22,75,75,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1015,劫掠者,50000,1,16,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,2968,461,39,5,70,22,80,80,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1016,劫掠者,50000,1,17,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,3288,505,44,5,80,25,85,85,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1017,劫掠者,50000,1,18,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,3650,554,48,5,80,25,90,90,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1018,劫掠者,50000,1,19,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,4034,606,53,5,80,25,95,95,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1019,劫掠者,50000,1,20,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,6738,805,72,5,100,31,100,100,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1020,劫掠者,50000,1,21,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,7407,876,79,5,100,31,105,105,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1021,劫掠者,50000,1,22,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,8107,950,87,5,100,31,110,110,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1022,劫掠者,50000,1,23,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,8878,1031,95,5,110,34,115,115,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1023,劫掠者,50000,1,24,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,9697,1117,104,5,110,34,120,120,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1024,劫掠者,50000,1,25,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,11765,1339,126,5,120,37,125,125,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1025,劫掠者,50000,1,26,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,12791,1443,136,5,120,37,130,130,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1026,劫掠者,50000,1,27,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,13891,1556,148,5,130,40,135,135,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1027,劫掠者,50000,1,28,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,15077,1677,161,5,130,40,140,140,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1028,劫掠者,50000,1,29,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,16327,1801,174,5,140,43,145,145,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1029,劫掠者,50000,1,30,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,25397,2294,224,5,150,46,150,150,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1030,劫掠者,50000,1,31,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,34258,2702,252,5,160,49,155,155,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1031,劫掠者,50000,1,32,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,36947,2894,274,5,160,49,160,160,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1032,劫掠者,50000,1,33,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,39795,3095,294,5,170,52,165,165,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1033,劫掠者,50000,1,34,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,42849,3311,317,5,170,52,170,170,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1034,劫掠者,50000,1,35,1,1,,portrait_atlas,renxingguai_ailizhishu,1000,49935,3824,370,5,180,55,175,175,0,0,0,0,0,0,0,0,0,0,11001,,,,108050:108051,,1
1100,精英暴徒,50100,2,1,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,15,51,2,5,10,4,5,5,0,0,0,0,0,0,0,0,0,0,11002,10013,,,108050:108051,,0
1101,精英暴徒,50100,2,2,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,165,62,3,5,10,4,10,10,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1102,精英暴徒,50100,2,3,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,210,70,3,5,20,7,15,15,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1103,精英暴徒,50100,2,4,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,262,79,4,5,20,7,20,20,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1104,精英暴徒,50100,2,5,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,450,113,6,5,30,10,25,25,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1105,精英暴徒,50100,2,6,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,538,128,7,5,30,10,30,30,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1106,精英暴徒,50100,2,7,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,633,144,8,5,30,10,35,35,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1107,精英暴徒,50100,2,8,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,746,161,10,5,40,13,40,40,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1108,精英暴徒,50100,2,9,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,864,181,11,5,40,13,45,45,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1109,精英暴徒,50100,2,10,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,1539,238,17,5,50,16,50,50,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1110,精英暴徒,50100,2,11,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,1765,267,19,5,50,16,55,55,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1111,精英暴徒,50100,2,12,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,1996,296,22,5,50,16,60,60,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1112,精英暴徒,50100,2,13,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,2257,328,25,5,60,19,65,65,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1113,精英暴徒,50100,2,14,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,2544,364,28,5,60,19,70,70,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1114,精英暴徒,50100,2,15,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,3326,462,36,5,70,22,75,75,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1115,精英暴徒,50100,2,16,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,3710,506,40,5,70,22,80,80,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1116,精英暴徒,50100,2,17,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,4110,555,46,5,80,25,85,85,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1117,精英暴徒,50100,2,18,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,4563,609,50,5,80,25,90,90,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1118,精英暴徒,50100,2,19,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,5043,666,55,5,80,25,95,95,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1119,精英暴徒,50100,2,20,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,8425,885,75,5,100,31,100,100,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1120,精英暴徒,50100,2,21,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,9260,963,82,5,100,31,105,105,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1121,精英暴徒,50100,2,22,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,10132,1044,90,5,100,31,110,110,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1122,精英暴徒,50100,2,23,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,11097,1134,99,5,110,34,115,115,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1123,精英暴徒,50100,2,24,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,12121,1229,109,5,110,34,120,120,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1124,精英暴徒,50100,2,25,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,14706,1472,132,5,120,37,125,125,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1125,精英暴徒,50100,2,26,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,15987,1587,142,5,120,37,130,130,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1126,精英暴徒,50100,2,27,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,17365,1712,155,5,130,40,135,135,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1127,精英暴徒,50100,2,28,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,18846,1843,168,5,130,40,140,140,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1128,精英暴徒,50100,2,29,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,20408,1981,182,5,140,43,145,145,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1129,精英暴徒,50100,2,30,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,31747,2523,234,5,150,46,150,150,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1130,精英暴徒,50100,2,31,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,34258,2702,252,5,160,49,155,155,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1131,精英暴徒,50100,2,32,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,36947,2894,274,5,160,49,160,160,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1132,精英暴徒,50100,2,33,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,39795,3095,294,5,170,52,165,165,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1133,精英暴徒,50100,2,34,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,42849,3311,317,5,170,52,170,170,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1134,精英暴徒,50100,2,35,1,1,,portrait_atlas,renxingguai_zhongjiezhe,1100,49935,3824,370,5,180,55,175,175,0,0,0,0,0,0,0,0,0,0,11002,10013,,,,,0
1200,恶霸,50100,2,1,2,1,,portrait_atlas,renxingguai_lanlueba,1200,148,61,2,5,10,4,5,5,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1201,恶霸,50100,2,2,2,1,,portrait_atlas,renxingguai_lanlueba,1200,198,68,3,5,10,4,10,10,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1202,恶霸,50100,2,3,2,1,,portrait_atlas,renxingguai_lanlueba,1200,252,76,3,5,20,7,15,15,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1203,恶霸,50100,2,4,2,1,,portrait_atlas,renxingguai_lanlueba,1200,315,86,4,5,20,7,20,20,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1204,恶霸,50100,2,5,2,1,,portrait_atlas,renxingguai_lanlueba,1200,541,124,6,5,30,10,25,25,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1205,恶霸,50100,2,6,2,1,,portrait_atlas,renxingguai_lanlueba,1200,645,140,7,5,30,10,30,30,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1206,恶霸,50100,2,7,2,1,,portrait_atlas,renxingguai_lanlueba,1200,761,157,8,5,30,10,35,35,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1207,恶霸,50100,2,8,2,1,,portrait_atlas,renxingguai_lanlueba,1200,894,177,11,5,40,13,40,40,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1208,恶霸,50100,2,9,2,1,,portrait_atlas,renxingguai_lanlueba,1200,1037,197,12,5,40,13,45,45,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1209,恶霸,50100,2,10,2,1,,portrait_atlas,renxingguai_lanlueba,1200,1846,260,18,5,50,16,50,50,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1210,恶霸,50100,2,11,2,1,,portrait_atlas,renxingguai_lanlueba,1200,2118,291,20,5,50,16,55,55,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1211,恶霸,50100,2,12,2,1,,portrait_atlas,renxingguai_lanlueba,1200,2396,323,23,5,50,16,60,60,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1212,恶霸,50100,2,13,2,1,,portrait_atlas,renxingguai_lanlueba,1200,2710,358,26,5,60,19,65,65,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1213,恶霸,50100,2,14,2,1,,portrait_atlas,renxingguai_lanlueba,1200,3054,397,29,5,60,19,70,70,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1214,恶霸,50100,2,15,2,1,,portrait_atlas,renxingguai_lanlueba,1200,3991,504,38,5,70,22,75,75,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1215,恶霸,50100,2,16,2,1,,portrait_atlas,renxingguai_lanlueba,1200,4452,553,43,5,70,22,80,80,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1216,恶霸,50100,2,17,2,1,,portrait_atlas,renxingguai_lanlueba,1200,4934,606,48,5,80,25,85,85,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1217,恶霸,50100,2,18,2,1,,portrait_atlas,renxingguai_lanlueba,1200,5475,665,52,5,80,25,90,90,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1218,恶霸,50100,2,19,2,1,,portrait_atlas,renxingguai_lanlueba,1200,6050,726,59,5,80,25,95,95,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1219,恶霸,50100,2,20,2,1,,portrait_atlas,renxingguai_lanlueba,1200,10108,965,79,5,100,31,100,100,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1220,恶霸,50100,2,21,2,1,,portrait_atlas,renxingguai_lanlueba,1200,11112,1051,86,5,100,31,105,105,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1221,恶霸,50100,2,22,2,1,,portrait_atlas,renxingguai_lanlueba,1200,12160,1139,95,5,100,31,110,110,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1222,恶霸,50100,2,23,2,1,,portrait_atlas,renxingguai_lanlueba,1200,13318,1237,104,5,110,34,115,115,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1223,恶霸,50100,2,24,2,1,,portrait_atlas,renxingguai_lanlueba,1200,14546,1340,114,5,110,34,120,120,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1224,恶霸,50100,2,25,2,1,,portrait_atlas,renxingguai_lanlueba,1200,17647,1606,138,5,120,37,125,125,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1225,恶霸,50100,2,26,2,1,,portrait_atlas,renxingguai_lanlueba,1200,19185,1732,149,5,120,37,130,130,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1226,恶霸,50100,2,27,2,1,,portrait_atlas,renxingguai_lanlueba,1200,20838,1867,162,5,130,40,135,135,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1227,恶霸,50100,2,28,2,1,,portrait_atlas,renxingguai_lanlueba,1200,22616,2011,176,5,130,40,140,140,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1228,恶霸,50100,2,29,2,1,,portrait_atlas,renxingguai_lanlueba,1200,24493,2161,192,5,140,43,145,145,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1229,恶霸,50100,2,30,2,1,,portrait_atlas,renxingguai_lanlueba,1200,38097,2752,245,5,150,46,150,150,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1230,恶霸,50100,2,31,2,1,,portrait_atlas,renxingguai_lanlueba,1200,41109,2947,265,5,160,49,155,155,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1231,恶霸,50100,2,32,2,1,,portrait_atlas,renxingguai_lanlueba,1200,44338,3157,286,5,160,49,160,160,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1232,恶霸,50100,2,33,2,1,,portrait_atlas,renxingguai_lanlueba,1200,47756,3377,308,5,170,52,165,165,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1233,恶霸,50100,2,34,2,1,,portrait_atlas,renxingguai_lanlueba,1200,51416,3612,332,5,170,52,170,170,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1234,恶霸,50100,2,35,2,1,,portrait_atlas,renxingguai_lanlueba,1200,59925,4172,388,5,180,55,175,175,0,0,0,0,0,0,0,0,0,0,11002,10015,,108048:108049,108050:108051,108052:108053:108054,0
1300,感染者,60001,10,1,1,2,,portrait_atlas,,1300,99,51,2,5,10,4,5,5,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1301,感染者,60001,10,2,1,2,,portrait_atlas,,1300,132,57,3,5,10,4,10,10,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1302,感染者,60001,10,3,1,2,,portrait_atlas,,1300,168,64,3,5,20,7,15,15,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1303,感染者,60001,10,4,1,2,,portrait_atlas,,1300,210,72,4,5,20,7,20,20,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1304,感染者,60001,10,5,1,2,,portrait_atlas,,1300,361,103,6,5,30,10,25,25,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1305,感染者,60001,10,6,1,2,,portrait_atlas,,1300,431,117,7,5,30,10,30,30,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1306,感染者,60001,10,7,1,2,,portrait_atlas,,1300,507,131,8,5,30,10,35,35,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1307,感染者,60001,10,8,1,2,,portrait_atlas,,1300,597,147,10,5,40,13,40,40,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1308,感染者,60001,10,9,1,2,,portrait_atlas,,1300,691,165,11,5,40,13,45,45,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1309,感染者,60001,10,10,1,2,,portrait_atlas,,1300,1230,217,17,5,50,16,50,50,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1310,感染者,60001,10,11,1,2,,portrait_atlas,,1300,1411,243,19,5,50,16,55,55,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1311,感染者,60001,10,12,1,2,,portrait_atlas,,1300,1597,269,21,5,50,16,60,60,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1312,感染者,60001,10,13,1,2,,portrait_atlas,,1300,1806,299,24,5,60,19,65,65,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1313,感染者,60001,10,14,1,2,,portrait_atlas,,1300,2036,331,26,5,60,19,70,70,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1314,感染者,60001,10,15,1,2,,portrait_atlas,,1300,2660,420,35,5,70,22,75,75,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1315,感染者,60001,10,16,1,2,,portrait_atlas,,1300,2968,461,39,5,70,22,80,80,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1316,感染者,60001,10,17,1,2,,portrait_atlas,,1300,3288,505,44,5,80,25,85,85,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1317,感染者,60001,10,18,1,2,,portrait_atlas,,1300,3650,554,48,5,80,25,90,90,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1318,感染者,60001,10,19,1,2,,portrait_atlas,,1300,4034,606,53,5,80,25,95,95,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1319,感染者,60001,10,20,1,2,,portrait_atlas,,1300,6738,805,72,5,100,31,100,100,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1320,感染者,60001,10,21,1,2,,portrait_atlas,,1300,7407,876,79,5,100,31,105,105,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1321,感染者,60001,10,22,1,2,,portrait_atlas,,1300,8107,950,87,5,100,31,110,110,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1322,感染者,60001,10,23,1,2,,portrait_atlas,,1300,8878,1031,95,5,110,34,115,115,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1323,感染者,60001,10,24,1,2,,portrait_atlas,,1300,9697,1117,104,5,110,34,120,120,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1324,感染者,60001,10,25,1,2,,portrait_atlas,,1300,11765,1339,126,5,120,37,125,125,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1325,感染者,60001,10,26,1,2,,portrait_atlas,,1300,12791,1443,136,5,120,37,130,130,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1326,感染者,60001,10,27,1,2,,portrait_atlas,,1300,13891,1556,148,5,130,40,135,135,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1327,感染者,60001,10,28,1,2,,portrait_atlas,,1300,15077,1677,161,5,130,40,140,140,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1328,感染者,60001,10,29,1,2,,portrait_atlas,,1300,16327,1801,174,5,140,43,145,145,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
1329,感染者,60001,10,30,1,2,,portrait_atlas,,1300,25397,2294,224,5,150,46,150,150,0,0,0,0,0,0,0,0,0,0,10011,,,,,,1
