id,hero_1_need_id,hero_1_need_num,hero_2_need_id,hero_2_need_num,hero_3_need_id,hero_3_need_num,hero_3_need_id,hero_4_need_num,hero_5_need_id,hero_5_need_num,hero_6_need_id,hero_6_need_num,hero_7_need_id,hero_7_need_num,hero_8_need_id,hero_8_need_num,hero_9_need_id,hero_9_need_num,hero_10_need_id,hero_10_need_num,hero_11_need_id,hero_11_need_num,hero_12_need_id,hero_12_need_num,hero_13_need_id,hero_13_need_num,hero_14_need_id,hero_14_need_num
15,39,1729,39,3107,39,3493,39,3882,39,3882,39,3882,39,4803,39,5236,39,5675,39,5675,39,5675,39,6545,39,6545,39,6545
16,39,1902,39,3449,39,3877,39,4309,39,4309,39,4309,39,5379,39,5864,39,6356,39,6356,39,6356,39,7330,39,7330,39,7330
17,39,2092,39,3828,39,4303,39,4783,39,4783,39,4783,39,6024,39,6568,39,7119,39,7119,39,7119,39,8210,39,8210,39,8210
18,39,2301,39,4249,39,4776,39,5309,39,5309,39,5309,39,6747,39,7356,39,7973,39,7973,39,7973,39,9195,39,9195,39,9195
19,39,2531,39,4716,39,5301,39,5893,39,5893,39,5893,39,7557,39,8239,39,8930,39,8930,39,8930,39,10298,39,10298,39,10298
20,39,2784,39,5235,39,5884,39,6541,39,6541,39,6541,39,8464,39,9228,39,10002,39,10002,39,10002,39,11534,39,11534,39,11534
21,39,3062,39,5811,39,6531,39,7261,39,7261,39,7261,39,9480,39,10335,39,11202,39,11202,39,11202,39,12918,39,12918,39,12918
22,39,3368,39,6450,39,7249,39,8060,39,8060,39,8060,39,10618,39,11575,39,12546,39,12546,39,12546,39,14468,39,14468,39,14468
23,39,3705,39,7160,39,8046,39,8947,39,8947,39,8947,39,11892,39,12964,39,14052,39,14052,39,14052,39,16204,39,16204,39,16204
24,39,4076,39,7948,39,8931,39,9931,39,9931,39,9931,39,13319,39,14520,39,15738,39,15738,39,15738,39,18148,39,18148,39,18148
25,39,4484,39,8822,39,9913,39,11023,39,11023,39,11023,39,14917,39,16262,39,17627,39,17627,39,17627,39,20326,39,20326,39,20326
26,39,4932,39,9792,39,11003,39,12236,39,12236,39,12236,39,16707,39,18213,39,19742,39,19742,39,19742,39,22765,39,22765,39,22765
27,39,5425,39,10869,39,12213,39,13582,39,13582,39,13582,39,18712,39,20399,39,22111,39,22111,39,22111,39,25497,39,25497,39,25497
28,39,5968,39,12065,39,13556,39,15076,39,15076,39,15076,39,20957,39,22847,39,24764,39,24764,39,24764,39,28557,39,28557,39,28557
29,39,6565,39,13392,39,15047,39,16734,39,16734,39,16734,39,23472,39,25589,39,27736,39,27736,39,27736,39,31984,39,31984,39,31984
30,39,7222,39,14865,39,16702,39,18575,39,18575,39,18575,39,26289,39,28660,39,31064,39,31064,39,31064,39,35822,39,35822,39,35822
31,39,7944,39,16500,39,18539,39,20618,39,20618,39,20618,39,29444,39,32099,39,34792,39,34792,39,34792,39,40121,39,40121,39,40121
32,39,8738,39,18315,39,20578,39,22886,39,22886,39,22886,39,32977,39,35951,39,38967,39,38967,39,38967,39,44936,39,44936,39,44936
33,39,9612,39,20330,39,22842,39,25403,39,25403,39,25403,39,36934,39,40265,39,43643,39,43643,39,43643,39,50328,39,50328,39,50328
34,39,10573,39,22566,39,25355,39,28197,39,28197,39,28197,39,41366,39,45097,39,48880,39,48880,39,48880,39,56367,39,56367,39,56367
35,39,11630,39,25048,39,28144,39,31299,39,31299,39,31299,39,46330,39,50509,39,54746,39,54746,39,54746,39,63131,39,63131,39,63131
36,39,12793,39,27803,39,31240,39,34742,39,34742,39,34742,39,51890,39,56570,39,61316,39,61316,39,61316,39,70707,39,70707,39,70707
37,39,14072,39,30861,39,34676,39,38564,39,38564,39,38564,39,58117,39,63358,39,68674,39,68674,39,68674,39,79192,39,79192,39,79192
38,39,15479,39,34256,39,38490,39,42806,39,42806,39,42806,39,65091,39,70961,39,76915,39,76915,39,76915,39,88695,39,88695,39,88695
39,39,17027,39,38024,39,42724,39,47515,39,47515,39,47515,39,72902,39,79476,39,86145,39,86145,39,86145,39,99338,39,99338,39,99338
40,39,18730,39,42207,39,47424,39,52742,39,52742,39,52742,39,81650,39,89013,39,96482,39,96482,39,96482,39,111259,39,111259,39,111259
41,39,20603,39,46850,39,52641,39,58544,39,58544,39,58544,39,91448,39,99695,39,108060,39,108060,39,108060,39,124610,39,124610,39,124610
42,39,22663,39,52004,39,58432,39,64984,39,64984,39,64984,39,102422,39,111658,39,121027,39,121027,39,121027,39,139563,39,139563,39,139563
43,39,24929,39,57724,39,64860,39,72132,39,72132,39,72132,39,114713,39,125057,39,135550,39,135550,39,135550,39,156311,39,156311,39,156311
44,39,27422,39,64074,39,71995,39,80067,39,80067,39,80067,39,128479,39,140064,39,151816,39,151816,39,151816,39,175068,39,175068,39,175068
45,39,30164,39,71122,39,79914,39,88874,39,88874,39,88874,39,143896,39,156872,39,170034,39,170034,39,170034,39,196076,39,196076,39,196076
46,39,33180,39,78945,39,88705,39,98650,39,98650,39,98650,39,161164,39,175697,39,190438,39,190438,39,190438,39,219605,39,219605,39,219605
47,39,36498,39,87629,39,98463,39,109502,39,109502,39,109502,39,180504,39,196781,39,213291,39,213291,39,213291,39,245958,39,245958,39,245958
48,39,40148,39,97268,39,109294,39,121547,39,121547,39,121547,39,202164,39,220395,39,238886,39,238886,39,238886,39,275473,39,275473,39,275473
49,39,44163,39,107967,39,121316,39,134917,39,134917,39,134917,39,226424,39,246842,39,267552,39,267552,39,267552,39,308530,39,308530,39,308530
50,39,48579,39,119843,39,134661,39,149758,39,149758,39,149758,39,253595,39,276463,39,299658,39,299658,39,299658,39,345554,39,345554,39,345554
51,39,53437,39,133026,39,149474,39,166231,39,166231,39,166231,39,284026,39,309639,39,335617,39,335617,39,335617,39,387020,39,387020,39,387020
52,39,58781,39,147659,39,165916,39,184516,39,184516,39,184516,39,318109,39,346796,39,375891,39,375891,39,375891,39,433462,39,433462,39,433462
53,39,64659,39,163901,39,184167,39,204813,39,204813,39,204813,39,356282,39,388412,39,420998,39,420998,39,420998,39,485477,39,485477,39,485477
54,39,71125,39,181930,39,204425,39,227342,39,227342,39,227342,39,399036,39,435021,39,471518,39,471518,39,471518,39,543734,39,543734,39,543734
55,39,78238,39,201942,39,226912,39,252350,39,252350,39,252350,39,446920,39,487224,39,528100,39,528100,39,528100,39,608982,39,608982,39,608982
56,39,86062,39,224156,39,251872,39,280109,39,280109,39,280109,39,500550,39,545691,39,591472,39,591472,39,591472,39,682060,39,682060,39,682060
57,39,94668,39,248813,39,279578,39,310921,39,310921,39,310921,39,560616,39,611174,39,662449,39,662449,39,662449,39,763907,39,763907,39,763907
58,39,104135,39,276182,39,310332,39,345122,39,345122,39,345122,39,627890,39,684515,39,741943,39,741943,39,741943,39,855576,39,855576,39,855576
59,39,114549,39,306562,39,344469,39,383085,39,383085,39,383085,39,703237,39,766657,39,830976,39,830976,39,830976,39,958245,39,958245,39,958245
60,39,126004,39,340284,39,382361,39,425224,39,425224,39,425224,39,787625,39,858656,39,930693,39,930693,39,930693,39,1073234,39,1073234,39,1073234
61,39,138604,39,377715,39,424421,39,471999,39,471999,39,471999,39,882140,39,961695,39,1042376,39,1042376,39,1042376,39,1202022,39,1202022,39,1202022
62,39,152464,39,419264,39,471107,39,523919,39,523919,39,523919,39,987997,39,1077098,39,1167461,39,1167461,39,1167461,39,1346265,39,1346265,39,1346265
63,39,167710,39,465383,39,522929,39,581550,39,581550,39,581550,39,1106557,39,1206350,39,1307556,39,1307556,39,1307556,39,1507817,39,1507817,39,1507817
64,39,184481,39,516575,39,580451,39,645521,39,645521,39,645521,39,1239344,39,1351112,39,1464463,39,1464463,39,1464463,39,1688755,39,1688755,39,1688755
65,39,202929,39,573398,39,644301,39,716528,39,716528,39,716528,39,1388065,39,1513245,39,1640199,39,1640199,39,1640199,39,1891406,39,1891406,39,1891406
66,39,223222,39,636472,39,715174,39,795346,39,795346,39,795346,39,1554633,39,1694834,39,1837023,39,1837023,39,1837023,39,2118375,39,2118375,39,2118375
67,39,245544,39,706484,39,793843,39,882834,39,882834,39,882834,39,1741189,39,1898214,39,2057466,39,2057466,39,2057466,39,2372580,39,2372580,39,2372580
68,39,270098,39,784197,39,881166,39,979946,39,979946,39,979946,39,1950132,39,2126000,39,2304362,39,2304362,39,2304362,39,2657290,39,2657290,39,2657290
69,39,297108,39,870459,39,978094,39,1087740,39,1087740,39,1087740,39,2184148,39,2381120,39,2580885,39,2580885,39,2580885,39,2976165,39,2976165,39,2976165
70,39,326819,39,966209,39,1085684,39,1207391,39,1207391,39,1207391,39,2446246,39,2666854,39,2890591,39,2890591,39,2890591,39,3333305,39,3333305,39,3333305
71,39,359501,39,1072492,39,1205109,39,1340204,39,1340204,39,1340204,39,2739796,39,2986876,39,3237462,39,3237462,39,3237462,39,3733302,39,3733302,39,3733302
72,39,395451,39,1190466,39,1337671,39,1487626,39,1487626,39,1487626,39,3068572,39,3345301,39,3625957,39,3625957,39,3625957,39,4181298,39,4181298,39,4181298
73,39,434996,39,1321417,39,1484815,39,1651265,39,1651265,39,1651265,39,3436801,39,3746737,39,4061072,39,4061072,39,4061072,39,4683054,39,4683054,39,4683054
74,39,478496,39,1466773,39,1648145,39,1832904,39,1832904,39,1832904,39,3849217,39,4196345,39,4548401,39,4548401,39,4548401,39,5245020,39,5245020,39,5245020
75,39,526346,39,1628118,39,1829441,39,2034523,39,2034523,39,2034523,39,4311123,39,4699906,39,5094209,39,5094209,39,5094209,39,5874422,39,5874422,39,5874422
76,39,578981,39,1807211,39,2030680,39,2258321,39,2258321,39,2258321,39,4828458,39,5263895,39,5705514,39,5705514,39,5705514,39,6579353,39,6579353,39,6579353
77,39,636879,39,2006004,39,2254055,39,2506736,39,2506736,39,2506736,39,5407873,39,5895562,39,6390176,39,6390176,39,6390176,39,7368875,39,7368875,39,7368875
78,39,700567,39,2226664,39,2502001,39,2782477,39,2782477,39,2782477,39,6056818,39,6603029,39,7156997,39,7156997,39,7156997,39,8253140,39,8253140,39,8253140
79,39,770624,39,2471597,39,2777221,39,3088549,39,3088549,39,3088549,39,6783636,39,7395392,39,8015837,39,8015837,39,8015837,39,9243517,39,9243517,39,9243517
80,39,847686,39,2743473,39,3082715,39,3428289,39,3428289,39,3428289,39,7597672,39,8282839,39,8977737,39,8977737,39,8977737,39,10352739,39,10352739,39,10352739
81,39,932455,39,3045255,39,3421814,39,3805401,39,3805401,39,3805401,39,8509393,39,9276780,39,10055065,39,10055065,39,10055065,39,11595068,39,11595068,39,11595068
82,39,1025701,39,3380233,39,3798214,39,4223995,39,4223995,39,4223995,39,9530520,39,10389994,39,11261673,39,11261673,39,11261673,39,12986476,39,12986476,39,12986476
83,39,1128271,39,3752059,39,4216018,39,4688634,39,4688634,39,4688634,39,10674182,39,11636793,39,12613074,39,12613074,39,12613074,39,14544853,39,14544853,39,14544853
84,39,1241098,39,4164785,39,4679780,39,5204384,39,5204384,39,5204384,39,11955084,39,13033208,39,14126643,39,14126643,39,14126643,39,16290235,39,16290235,39,16290235
85,39,1365208,39,4622911,39,5194556,39,5776866,39,5776866,39,5776866,39,13389694,39,14597193,39,15821840,39,15821840,39,15821840,39,18245063,39,18245063,39,18245063
86,39,1501729,39,5131431,39,5765957,39,6412321,39,6412321,39,6412321,39,14996457,39,16348856,39,17720461,39,17720461,39,17720461,39,20434471,39,20434471,39,20434471
87,39,1651902,39,5695888,39,6400212,39,7117676,39,7117676,39,7117676,39,16796032,39,18310719,39,19846916,39,19846916,39,19846916,39,22886608,39,22886608,39,22886608
88,39,1817092,39,6322436,39,7104235,39,7900620,39,7900620,39,7900620,39,18811556,39,20508005,39,22228546,39,22228546,39,22228546,39,25633001,39,25633001,39,25633001
89,39,1998801,39,7017904,39,7885701,39,8769688,39,8769688,39,8769688,39,21068943,39,22968966,39,24895972,39,24895972,39,24895972,39,28708961,39,28708961,39,28708961
90,39,2198681,39,7789873,39,8753128,39,9734354,39,9734354,39,9734354,39,23597216,39,25725242,39,27883489,39,27883489,39,27883489,39,32154036,39,32154036,39,32154036
91,39,2418549,39,8646759,39,9715972,39,10805133,39,10805133,39,10805133,39,26428882,39,28812271,39,31229508,39,31229508,39,31229508,39,36012520,39,36012520,39,36012520
92,39,2660404,39,9597902,39,10784729,39,11993698,39,11993698,39,11993698,39,29600348,39,32269744,39,34977049,39,34977049,39,34977049,39,40334022,39,40334022,39,40334022
93,39,2926444,39,10653671,39,11971049,39,13313005,39,13313005,39,13313005,39,33152390,39,36142113,39,39174295,39,39174295,39,39174295,39,45174105,39,45174105,39,45174105
94,39,3219088,39,11825575,39,13287864,39,14777436,39,14777436,39,14777436,39,37130677,39,40479167,39,43875210,39,43875210,39,43875210,39,50594998,39,50594998,39,50594998
95,39,3540997,39,13126388,39,14749529,39,16402954,39,16402954,39,16402954,39,41586358,39,45336667,39,49140235,39,49140235,39,49140235,39,56666398,39,56666398,39,56666398
96,39,3895097,39,14570291,39,16371977,39,18207279,39,18207279,39,18207279,39,46576721,39,50777067,39,55037063,39,55037063,39,55037063,39,63466366,39,63466366,39,63466366
97,39,4284607,39,16173023,39,18172894,39,20210080,39,20210080,39,20210080,39,52165928,39,56870315,39,61641511,39,61641511,39,61641511,39,71082330,39,71082330,39,71082330
98,39,4713068,39,17952056,39,20171912,39,22433189,39,22433189,39,22433189,39,58425839,39,63694753,39,69038492,39,69038492,39,69038492,39,79612210,39,79612210,39,79612210
99,39,5184375,39,19926782,39,22390822,39,24900840,39,24900840,39,24900840,39,65436940,39,71338123,39,77323111,39,77323111,39,77323111,39,89165675,39,89165675,39,89165675
100,39,5702813,39,22118728,39,24853812,39,27639932,39,27639932,39,27639932,39,73289373,39,79898698,39,86601884,39,86601884,39,86601884,39,99865556,39,99865556,39,99865556
