id,content1,priority,if_miss,if_crit,classification,equip,quality,trigger_percent,skill_object,attack_percent,my_buff_id,my_buff_trigger_type,my_buff_target,my_buff_value_type,my_buff_value,my_buff_max,my_buff_times,enemy_buff_id,enemy_buff_trigger_type,enemy_buff_target,enemy_buff_value_type,enemy_buff_value,enemy_buff_times,enemy_buff_max,cd
210118,10118,10,1,1,2,0,4,10000,6,13000,11201,0,1,0,20,,2,0,0,0,0,0,0,,3
210219,10219,10,1,1,2,0,4,10000,7,13000,10002,1,1,0,10,,1,0,0,0,0,0,0,,3
210320,10320,10,1,1,2,0,4,10000,8,12000,0,0,0,0,0,,0,10304,0,8,0,20,2,,3
210121,10121,10,1,1,2,0,5,10000,10,19000,0,0,0,0,0,,0,10402,0,10,0,35,2,,3
210222,10222,10,1,1,2,0,5,10000,7,15000,10002,1,1,0,20,,1,0,0,0,0,0,0,,4
210323,10323,10,1,1,2,0,5,10000,10,16000,11801,0,1,0,0,,2,0,0,0,0,0,0,,3
210124,10124,10,1,1,2,0,5,10000,6,15000,11201,0,1,0,50,,2,0,0,0,0,0,0,,3
210225,10225,10,1,1,2,0,5,10000,10,20000,0,0,0,0,0,,0,11402,0,10,0,40,2,,3
210326,10326,10,1,1,2,0,5,10000,10,16000,10401,1,1,0,40,,2,0,0,10,0,0,0,,3
210127,10127,10,1,1,2,0,5,10000,10,19000,11201,0,1,0,30,,2,0,0,0,0,0,0,,3
210228,10228,10,1,1,2,0,5,10000,10,15000,10404,0,1,0,15,,2,0,0,0,0,0,0,,3
210329,10329,10,1,1,2,0,5,10000,10,18000,10403,1,1,0,40,,2,0,0,0,0,0,0,,3
210130,10130,10,1,1,2,0,5,10000,10,16000,0,0,0,0,0,,0,10402,0,10,0,50,2,,3
210231,10231,10,1,1,2,0,5,10000,10,20000,0,0,2,0,0,,2,0,0,10,0,0,2,,3
210332,12101,10,1,1,2,0,5,10000,8,15000,0,0,0,0,0,,0,0,0,0,0,0,0,,3
210133,10133,10,1,1,2,0,4,10000,6,15000,10403,0,1,0,30,,2,0,0,0,0,0,0,,3
210234,10234,10,1,1,2,0,5,10000,8,14000,0,0,0,0,0,,0,10304,1,8,0,30,2,,3
210335,10335,10,1,1,2,0,5,10000,10,17000,11201,0,1,0,40,,2,0,0,0,0,0,0,,3
210136,10136,10,1,1,2,0,5,10000,10,18000,11201,0,15,0,20,,2,0,0,0,0,0,0,,3
210237,10237,10,1,1,2,0,5,10000,10,18000,10301,0,1,0,20,,2,0,0,0,0,0,0,,3
210338,10338,10,1,1,2,0,5,10000,10,19000,10002,1,1,0,15,,1,0,0,0,0,0,0,,4
210139,10139,10,1,1,2,0,4,10000,8,14000,10302,0,1,0,30,,2,0,0,0,0,0,0,,3
210240,10240,10,1,1,2,0,5,10000,8,14000,11801,0,1,0,0,,2,0,0,0,0,0,0,,3
220101,20101,10,1,1,2,0,2,10000,10,12500,,0,0,0,0,,0,,0,0,0,0,0,,3
220202,20202,10,1,1,2,0,2,10000,10,12000,,0,0,0,0,,0,10402,1,10,0,10,2,,3
220303,20303,10,1,1,2,0,2,10000,12,12000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220104,20104,10,1,1,2,0,2,10000,10,13000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220205,20205,10,1,1,2,0,2,10000,10,13500,,0,0,0,0,,0,0,0,0,0,0,0,,3
220306,20306,10,1,1,2,0,3,10000,10,15000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220107,20107,10,1,1,2,0,3,10000,10,14000,,0,0,0,0,,0,10402,1,10,0,10,2,,3
220208,20208,10,1,1,2,0,3,10000,12,12000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220309,20309,10,1,1,2,0,3,10000,10,14000,10301,0,1,0,10,,2,0,0,0,0,0,0,,3
220110,20110,10,1,1,2,0,3,10000,10,15000,,0,0,0,0,,0,11101,1,10,0,10,2,,3
220311,20311,10,1,1,2,0,4,10000,10,17000,10801,0,1,0,10,,2,0,0,0,0,0,0,,3
220112,20112,10,1,1,2,0,4,10000,14,16000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220213,20213,10,1,1,2,0,4,10000,10,17000,,0,0,0,0,,0,10402,1,10,0,20,2,,3
220314,20314,10,1,1,2,0,4,10000,12,16000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220115,20115,10,1,1,2,0,4,10000,10,17000,,0,0,0,0,,0,10304,1,10,0,20,2,,3
220216,20216,10,1,1,2,0,4,10000,10,17000,,0,0,0,0,,0,11101,1,10,0,20,2,,3
220317,20317,10,1,1,2,0,4,10000,7,16000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220118,20118,10,1,1,2,0,4,10000,12,17000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220219,20219,10,1,1,2,0,4,10000,10,18000,10301,0,1,0,15,,2,0,0,0,0,0,0,,3
220320,20320,10,1,1,2,0,5,10000,10,20000,,0,0,0,0,,0,10402,1,10,0,40,2,,3
220121,20121,10,1,1,2,0,5,10000,12,19000,10701,0,1,0,20,,2,0,0,0,0,0,0,,3
220222,20222,10,1,1,2,0,5,10000,10,20000,,0,0,0,0,,0,10901,1,10,0,30,2,,3
220323,20323,10,1,1,2,0,5,10000,10,20000,,0,0,0,0,,0,11101,1,10,0,30,2,,3
220124,20124,10,1,1,2,0,5,10000,10,21000,11301,0,1,0,50,,1,0,0,0,0,0,0,,3
220225,20225,10,1,1,2,0,5,10000,10,21000,10801,0,1,0,20,,2,0,0,0,0,0,0,,3
220326,20326,10,1,1,2,0,5,10000,7,18000,11301,0,1,0,60,,1,0,0,0,0,0,0,,3
220127,20127,10,1,1,2,0,5,10000,10,19000,,0,0,0,0,,0,11101,1,10,0,40,2,,3
220228,20228,10,1,1,2,0,5,10000,10,21000,10302,0,1,0,30,,2,0,0,0,0,0,0,,3
220329,20329,10,1,1,2,0,5,10000,12,22000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220130,20130,10,1,1,2,0,5,10000,6,20000,10302,0,1,0,40,,2,0,0,0,0,0,0,,3
220231,20231,10,1,1,2,0,5,10000,12,20000,,0,0,0,0,,0,11101,1,10,0,30,2,,3
220332,20332,10,1,1,2,0,5,10000,6,21000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220133,20133,10,1,1,2,0,5,10000,12,22000,,0,0,0,0,,0,10402,1,10,0,25,2,,3
220234,20234,10,1,1,2,0,5,10000,7,20000,11301,0,1,0,40,,1,0,0,0,0,0,0,,3
220335,20335,10,1,1,2,0,5,10000,9,25000,,0,0,0,0,,0,0,0,0,0,0,0,,3
220136,20136,10,1,1,2,0,5,10000,10,23000,,0,0,0,0,,0,11101,1,10,0,20,2,,3
220237,20237,10,1,1,2,0,5,10000,6,20000,10003,0,1,0,10,,2,0,0,0,0,0,0,,3
220338,20338,10,1,1,2,0,5,10000,10,21000,,0,0,0,0,,0,11101,1,10,0,35,2,,3
220139,20139,10,1,1,2,0,5,10000,10,24000,,0,0,0,0,,0,10402,1,10,0,15,2,,3
220240,20240,10,1,1,2,0,5,10000,7,20000,11301,0,1,0,50,,1,0,0,0,0,0,0,,3
230101,30101,10,1,1,2,0,2,10000,10,10500,,0,0,0,0,,0,,0,0,0,0,0,,3
230202,30202,10,1,1,2,0,2,10000,10,12000,,0,0,0,0,,0,,0,0,0,0,0,,3
230303,30303,10,1,1,2,0,2,10000,6,8000,,0,0,0,0,,0,10901,1,6,0,10,2,,3
230104,30104,10,1,1,2,0,2,10000,10,11500,,0,0,0,0,,0,0,0,0,0,0,0,,3
230306,30306,10,1,1,2,0,2,10000,10,12000,,0,0,0,0,,0,0,0,0,0,0,0,,3
230205,30205,10,0,0,2,0,3,10000,6,11000,,0,0,0,0,,0,0,0,0,0,0,0,,3
230107,30107,10,0,0,2,0,3,10000,14,20000,,0,,0,,,2,10402,1,14,0,10,2,,3
230208,30208,10,0,0,2,0,3,10000,6,11000,,0,0,0,0,,0,0,0,0,0,0,0,,3
230309,30309,10,1,1,2,0,3,10000,10,12000,,0,0,0,0,,0,10402,1,10,0,15,2,,3
230110,30110,10,0,0,2,0,3,10000,8,10000,,0,0,0,0,,0,0,0,0,0,0,0,,3
230211,30211,10,0,0,2,0,4,10000,8,11000,,0,,0,,,2,10304,1,8,0,20,2,,3
230312,30312,10,1,1,2,0,4,10000,10,13000,10001,0,15,0,30,,1,0,0,0,0,0,0,,3
230113,30113,10,1,1,2,0,4,10000,10,14000,,0,0,0,0,,0,11001,1,10,0,20,2,,3
230214,30214,10,1,1,2,0,4,10000,8,12000,10401,0,15,0,20,,2,0,0,0,0,0,0,,3
230315,30315,10,1,1,2,0,4,10000,6,13000,,0,0,0,0,,0,10901,1,6,0,15,2,,3
230116,30116,10,1,1,2,0,4,10000,8,12000,,0,0,0,0,,0,11401,1,6,0,1,1,,3
230217,30217,10,1,1,2,0,4,10000,10,15000,10801,0,3,0,20,,2,0,0,0,0,0,0,,3
230318,30318,10,1,1,2,0,4,10000,10,14000,,0,0,0,0,,0,11401,1,10,0,2,2,,3
230119,30119,10,0,0,2,0,4,10000,8,14000,,0,0,0,0,,0,0,0,0,0,0,0,,3
230220,30220,10,0,0,2,0,4,10000,8,11000,,0,0,0,0,,2,11501,0,12,1,1,1,,3
230321,30321,10,0,0,2,0,5,10000,8,11000,,0,0,0,0,,2,11401,0,12,1,2,2,,3
230122,30122,10,1,1,2,0,5,10000,6,14000,,0,0,0,0,,0,10901,1,6,0,25,2,,3
230223,30223,10,1,1,2,0,5,10000,8,13000,,0,0,0,0,,0,10901,1,8,0,30,2,,3
230324,30324,10,1,1,2,0,5,10000,8,14000,,0,0,0,0,,0,11001,1,8,0,20,2,,3
230125,30125,10,1,1,2,0,5,10000,14,14000,,0,0,0,0,,0,11701,1,14,0,2,2,,3
230226,30226,10,1,1,2,0,5,10000,8,13000,,0,0,0,0,,0,10402,1,8,0,30,2,,3
230327,30327,10,1,1,2,0,5,10000,6,14000,,0,0,0,0,,0,10304,1,6,0,20,2,,3
230128,30128,10,1,1,2,0,5,10000,10,18000,,0,0,0,0,,0,10304,1,10,0,30,2,,3
230229,30229,10,1,1,2,0,5,10000,6,14000,11301,0,15,0,30,,2,0,0,0,0,0,0,,3
230330,30330,10,1,1,2,0,5,10000,12,14000,10401,0,15,0,30,,2,0,0,0,0,0,0,,3
230131,30131,10,1,1,2,0,5,10000,8,11000,,0,0,0,0,,0,10901,1,8,0,50,2,,3
230232,30232,10,0,0,2,0,5,10000,8,12000,,0,0,0,0,,0,11101,1,8,0,20,2,,3
230333,30333,10,0,0,2,0,5,10000,10,20000,,0,0,0,0,,2,11501,0,10,1,1,1,,3
230134,30134,10,1,1,2,0,5,10000,14,18000,,0,0,0,0,,0,10304,1,14,0,20,2,,3
230235,30235,10,1,1,2,0,5,10000,8,13000,,0,0,0,0,,0,10402,1,8,0,50,2,,3
230136,30136,10,1,1,2,0,5,10000,8,13000,,0,0,0,0,,0,10901,1,8,0,35,2,,3
230237,30237,10,0,0,2,0,5,10000,10,19000,,0,0,0,0,,2,11401,0,10,1,1,1,,3
230338,30338,10,1,1,2,0,5,10000,8,14000,,0,0,0,0,,0,10402,1,8,0,30,2,,3
230139,30139,10,0,0,2,0,5,10000,8,19000,,0,0,0,0,,2,11401,0,8,1,1,1,,3
300011,11,2,0,0,3,0,1,10000,10,11000,,0,0,0,0,,0,0,0,0,0,0,0,,2
300012,12,3,0,0,3,0,1,10000,10,9000,11201,0,1,0,20,,2,0,0,0,0,0,0,,3
300013,13,2,0,0,3,0,1,10000,10,13000,,0,0,0,0,,0,0,0,0,0,0,0,,2
300014,14,3,0,0,3,0,1,10000,10,10000,11201,0,1,0,40,,2,0,0,0,0,0,0,,3
300015,15,6,0,0,3,0,3,10000,10,12000,11801,0,1,0,0,,2,0,0,0,0,0,0,,6
300016,16,3,0,0,3,0,1,10000,10,12000,,,,,,,,10402,0,10,0,10,2,,3
300017,17,3,0,0,3,0,1,10000,10,13000,,,,,,,,10402,0,10,0,20,2,,3
300018,18,6,0,0,3,0,3,10000,6,13000,,0,0,0,0,,0,0,0,0,0,0,0,,4
300019,19,3,0,0,3,0,1,10000,10,9000,10301,0,3,0,5,,2,0,0,0,0,0,0,,3
300020,20,3,0,0,3,0,1,10000,10,10000,10301,0,3,0,10,,2,0,0,0,0,0,0,,3
300021,21,3,0,0,3,0,1,10000,8,11000,10401,0,3,0,20,,2,0,0,0,0,0,0,,4
300022,22,2,0,0,3,0,1,10000,12,12000,,0,0,0,0,,0,0,0,0,0,0,0,,2
300024,24,3,0,0,3,0,2,10000,9,14000,10501,0,1,0,10,,2,0,0,0,0,0,0,,3
300025,25,2,0,0,3,0,1,10000,12,14000,,0,0,0,0,,0,0,0,0,0,0,0,,2
300027,27,3,0,0,3,0,2,10000,9,16000,10501,0,1,0,20,,2,0,0,0,0,0,0,,3
300028,28,6,0,0,3,0,3,10000,10,20000,,0,0,0,0,,0,10402,0,10,0,20,2,,4
300029,29,3,0,0,3,0,2,10000,10,13000,10701,0,1,0,30,,2,0,0,0,0,0,0,,3
300030,30,3,0,0,3,0,2,10000,10,15000,10701,0,1,0,50,,2,0,0,0,0,0,0,,3
300031,31,6,0,0,3,0,3,10000,10,17000,10003,0,1,0,10,,1,0,0,0,0,0,0,,6
300032,32,3,0,0,3,0,2,10000,10,14000,10301,0,1,0,20,,2,0,0,0,0,0,0,,3
300033,33,3,0,0,3,0,2,10000,10,16000,10301,0,1,0,40,,2,0,0,0,0,0,0,,3
300034,34,6,0,0,3,0,3,10000,14,25000,,0,0,0,0,,0,0,0,0,0,0,0,,4
300035,35,2,1,0,3,0,1,10000,5,10000,,0,0,0,0,,0,0,0,0,0,0,0,,2
300036,36,3,1,0,3,0,2,10000,10,5000,10002,0,15,0,5,,1,0,0,0,0,0,0,,3
300037,37,2,1,0,3,0,2,10000,5,12000,,0,0,0,0,,0,0,0,0,0,0,0,,2
300038,38,3,1,0,3,0,2,10000,10,7000,10002,0,15,0,10,,1,0,0,0,0,0,0,,4
300039,39,4,1,0,3,0,3,10000,10,10000,10002,0,3,0,20,,1,0,0,0,0,0,0,,5
300040,40,3,0,0,3,0,2,10000,6,8000,,0,0,0,0,,0,11001,1,6,0,20,2,,3
300041,41,3,0,0,3,0,2,10000,6,10000,,0,0,0,0,,0,11001,1,6,0,40,2,,3
300042,42,3,0,0,3,0,2,10000,8,14000,,0,0,0,0,,0,10901,1,8,0,50,2,,4
300043,43,3,0,0,3,0,2,10000,10,7000,,0,0,0,0,,0,11701,1,10,1,1,1,,4
300044,44,3,0,0,3,0,2,10000,10,9000,,0,0,0,0,,0,11701,1,10,1,1,2,,4
300045,45,6,0,0,3,0,3,10000,8,15000,,0,0,0,0,,0,10304,1,8,0,30,2,,5
