id,sort,name,skill_id,type,quality,entry1_type,entry1_value_type,easy_txt_1,entry1_value,entry2_type,entry2_value_type,easy_txt_2,entry2_value,entry3_type,entry3_value_type,easy_txt_3,entry3_value,entry4_type,entry4_value_type,easy_txt_4,entry4_value,talent_skill_atlas,talent_skill_icon
14041,41,蛮牛冲撞,210311,1,4,3,1,生命<Color=#2ba605>+20%</Color>,20,29,1,短枪属性<Color=#2ba605>+23%</Color>,23,6,1,治疗效果<Color=#2ba605>+19%</Color>,19,,,,,,
14042,42,不可阻挡,210112,1,4,3,1,生命<Color=#2ba605>+21%</Color>,21,35,1,重甲属性<Color=#2ba605>+24%</Color>,24,7,1,暴击伤害<Color=#2ba605>+18%</Color>,18,,,,,,
14043,43,战争咆哮,210213,1,4,3,1,生命<Color=#2ba605>+22%</Color>,22,37,1,头盔属性<Color=#2ba605>+20%</Color>,20,10,1,命中<Color=#2ba605>+16%</Color>,16,,,,,,
14044,44,意志护盾,210314,1,4,3,1,生命<Color=#2ba605>+23%</Color>,23,40,1,重装裤属性<Color=#2ba605>+21%</Color>,21,12,1,闪避<Color=#2ba605>+16%</Color>,16,,,,,,
14045,45,横扫,210115,1,4,3,1,生命<Color=#2ba605>+24%</Color>,24,42,1,靴子属性<Color=#2ba605>+20%</Color>,20,1,1,攻击<Color=#2ba605>+19%</Color>,19,,,,,,
14046,46,反击,210216,1,4,3,1,生命<Color=#2ba605>+25%</Color>,25,46,1,投掷属性<Color=#2ba605>+21%</Color>,21,4,1,韧性<Color=#2ba605>+17%</Color>,17,,,,,,
14047,47,致命打击,210317,1,4,3,1,生命<Color=#2ba605>+26%</Color>,26,26,1,利刃属性<Color=#2ba605>+22%</Color>,22,5,1,暴击<Color=#2ba605>+17%</Color>,17,,,,,,
14048,48,坚韧体格,210118,1,4,3,1,生命<Color=#2ba605>+27%</Color>,27,27,1,钝器属性<Color=#2ba605>+23%</Color>,23,6,1,治疗效果<Color=#2ba605>+19%</Color>,19,,,,,,
14049,49,顽强成长,210219,1,4,3,1,生命<Color=#2ba605>+28%</Color>,28,29,1,短枪属性<Color=#2ba605>+24%</Color>,24,7,1,暴击伤害<Color=#2ba605>+16%</Color>,16,,,,,,
14050,50,双重重击,210320,1,4,3,1,生命<Color=#2ba605>+29%</Color>,29,35,1,重甲属性<Color=#2ba605>+21%</Color>,21,10,1,命中<Color=#2ba605>+18%</Color>,18,,,,,,
15051,51,爆裂打击,210121,1,5,2,1,护甲<Color=#2ba605>+35%</Color>,35,26,1,利刃属性<Color=#2ba605>+40%</Color>,40,1,1,攻击<Color=#2ba605>+25%</Color>,25,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15052,52,生化制剂,210222,1,5,2,1,护甲<Color=#2ba605>+36%</Color>,36,27,1,钝器属性<Color=#2ba605>+41%</Color>,41,4,1,韧性<Color=#2ba605>+26%</Color>,26,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15053,53,霸体,210323,1,5,2,1,护甲<Color=#2ba605>+37%</Color>,37,29,1,短枪属性<Color=#2ba605>+42%</Color>,42,5,1,暴击<Color=#2ba605>+26%</Color>,26,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15054,54,战斗意志,210124,1,5,2,1,护甲<Color=#2ba605>+38%</Color>,38,35,1,重甲属性<Color=#2ba605>+43%</Color>,43,6,1,治疗效果<Color=#2ba605>+28%</Color>,28,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15055,55,猛击,210225,1,5,2,1,护甲<Color=#2ba605>+39%</Color>,39,37,1,头盔属性<Color=#2ba605>+44%</Color>,44,7,1,暴击伤害<Color=#2ba605>+26%</Color>,26,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15056,56,勇气铠甲,210326,1,5,2,1,护甲<Color=#2ba605>+40%</Color>,40,40,1,重装裤属性<Color=#2ba605>+45%</Color>,45,10,1,命中<Color=#2ba605>+26%</Color>,26,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15057,57,坚硬皮肤,210127,1,5,2,1,护甲<Color=#2ba605>+41%</Color>,41,42,1,靴子属性<Color=#2ba605>+46%</Color>,46,12,1,闪避<Color=#2ba605>+26%</Color>,26,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15058,58,团结之心,210228,1,5,2,1,护甲<Color=#2ba605>+42%</Color>,42,46,1,投掷属性<Color=#2ba605>+47%</Color>,47,1,1,攻击<Color=#2ba605>+27%</Color>,27,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15059,59,求生意志,210329,1,5,2,1,护甲<Color=#2ba605>+43%</Color>,43,26,1,利刃属性<Color=#2ba605>+48%</Color>,48,4,1,韧性<Color=#2ba605>+28%</Color>,28,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15060,60,仇恨凝视,210130,1,5,2,1,护甲<Color=#2ba605>+44%</Color>,44,27,1,钝器属性<Color=#2ba605>+49%</Color>,49,5,1,暴击<Color=#2ba605>+28%</Color>,28,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15061,61,巨力斩,210231,1,5,2,1,护甲<Color=#2ba605>+45%</Color>,45,29,1,短枪属性<Color=#2ba605>+50%</Color>,50,6,1,治疗效果<Color=#2ba605>+30%</Color>,30,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15062,62,勇猛冲锋,210332,1,5,2,1,护甲<Color=#2ba605>+46%</Color>,46,35,1,重甲属性<Color=#2ba605>+51%</Color>,51,7,1,暴击伤害<Color=#2ba605>+28%</Color>,28,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15063,63,有死无生,210133,1,5,2,1,护甲<Color=#2ba605>+47%</Color>,47,37,1,头盔属性<Color=#2ba605>+52%</Color>,52,10,1,命中<Color=#2ba605>+28%</Color>,28,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15064,64,震荡反击,210234,1,5,2,1,护甲<Color=#2ba605>+48%</Color>,48,40,1,重装裤属性<Color=#2ba605>+53%</Color>,53,12,1,闪避<Color=#2ba605>+28%</Color>,28,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15065,65,坚守壁垒,210335,1,5,2,1,护甲<Color=#2ba605>+49%</Color>,49,42,1,靴子属性<Color=#2ba605>+54%</Color>,54,1,1,攻击<Color=#2ba605>+29%</Color>,29,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15066,66,生命链接,210136,1,5,2,1,护甲<Color=#2ba605>+48%</Color>,48,46,1,投掷属性<Color=#2ba605>+55%</Color>,55,4,1,韧性<Color=#2ba605>+30%</Color>,30,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15067,67,嗜血无情,210237,1,5,2,1,护甲<Color=#2ba605>+47%</Color>,47,26,1,利刃属性<Color=#2ba605>+40%</Color>,40,5,1,暴击<Color=#2ba605>+30%</Color>,30,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15068,68,狂野成长,210338,1,5,2,1,护甲<Color=#2ba605>+46%</Color>,46,27,1,钝器属性<Color=#2ba605>+41%</Color>,41,6,1,治疗效果<Color=#2ba605>+32%</Color>,32,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15069,69,同归于尽,210139,1,5,2,1,护甲<Color=#2ba605>+45%</Color>,45,29,1,短枪属性<Color=#2ba605>+42%</Color>,42,7,1,暴击伤害<Color=#2ba605>+30%</Color>,30,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15070,70,天神下凡,210240,1,5,2,1,护甲<Color=#2ba605>+44%</Color>,44,35,1,重甲属性<Color=#2ba605>+43%</Color>,43,10,1,命中<Color=#2ba605>+30%</Color>,30,19,1,武士护甲光环<Color=#2ba605>+40%</Color>,40,,
15071,71,爆裂打击,210121,1,5,3,1,生命<Color=#2ba605>+35%</Color>,35,37,1,头盔属性<Color=#2ba605>+44%</Color>,44,1,1,攻击<Color=#2ba605>+30%</Color>,30,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15072,72,生化制剂,210222,1,5,3,1,生命<Color=#2ba605>+36%</Color>,36,40,1,重装裤属性<Color=#2ba605>+45%</Color>,45,4,1,韧性<Color=#2ba605>+31%</Color>,31,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15073,73,霸体,210323,1,5,3,1,生命<Color=#2ba605>+37%</Color>,37,42,1,靴子属性<Color=#2ba605>+46%</Color>,46,5,1,暴击<Color=#2ba605>+32%</Color>,32,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15074,74,战斗意志,210124,1,5,3,1,生命<Color=#2ba605>+38%</Color>,38,46,1,投掷属性<Color=#2ba605>+47%</Color>,47,6,1,治疗效果<Color=#2ba605>+32%</Color>,32,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15075,75,猛击,210225,1,5,3,1,生命<Color=#2ba605>+39%</Color>,39,26,1,利刃属性<Color=#2ba605>+48%</Color>,48,7,1,暴击伤害<Color=#2ba605>+34%</Color>,34,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15076,76,勇气铠甲,210326,1,5,3,1,生命<Color=#2ba605>+40%</Color>,40,27,1,钝器属性<Color=#2ba605>+49%</Color>,49,10,1,命中<Color=#2ba605>+32%</Color>,32,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15077,77,坚硬皮肤,210127,1,5,3,1,生命<Color=#2ba605>+41%</Color>,41,29,1,短枪属性<Color=#2ba605>+50%</Color>,50,12,1,闪避<Color=#2ba605>+32%</Color>,32,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15078,78,团结之心,210228,1,5,3,1,生命<Color=#2ba605>+42%</Color>,42,35,1,重甲属性<Color=#2ba605>+51%</Color>,51,1,1,攻击<Color=#2ba605>+32%</Color>,32,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15079,79,求生意志,210329,1,5,3,1,生命<Color=#2ba605>+43%</Color>,43,37,1,头盔属性<Color=#2ba605>+52%</Color>,52,4,1,韧性<Color=#2ba605>+33%</Color>,33,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15080,80,仇恨凝视,210130,1,5,3,1,生命<Color=#2ba605>+44%</Color>,44,40,1,重装裤属性<Color=#2ba605>+53%</Color>,53,5,1,暴击<Color=#2ba605>+34%</Color>,34,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15081,81,巨力斩,210231,1,5,3,1,生命<Color=#2ba605>+45%</Color>,45,42,1,靴子属性<Color=#2ba605>+54%</Color>,54,6,1,治疗效果<Color=#2ba605>+34%</Color>,34,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15082,82,勇猛冲锋,210332,1,5,3,1,生命<Color=#2ba605>+46%</Color>,46,46,1,投掷属性<Color=#2ba605>+55%</Color>,55,7,1,暴击伤害<Color=#2ba605>+36%</Color>,36,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15083,83,有死无生,210133,1,5,3,1,生命<Color=#2ba605>+47%</Color>,47,26,1,利刃属性<Color=#2ba605>+53%</Color>,53,10,1,命中<Color=#2ba605>+34%</Color>,34,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15084,84,震荡反击,210234,1,5,3,1,生命<Color=#2ba605>+48%</Color>,48,27,1,钝器属性<Color=#2ba605>+51%</Color>,51,12,1,闪避<Color=#2ba605>+34%</Color>,34,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15085,85,坚守壁垒,210335,1,5,3,1,生命<Color=#2ba605>+49%</Color>,49,29,1,短枪属性<Color=#2ba605>+49%</Color>,49,1,1,攻击<Color=#2ba605>+34%</Color>,34,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15086,86,生命链接,210136,1,5,3,1,生命<Color=#2ba605>+48%</Color>,48,35,1,重甲属性<Color=#2ba605>+47%</Color>,47,4,1,韧性<Color=#2ba605>+35%</Color>,35,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15087,87,嗜血无情,210237,1,5,3,1,生命<Color=#2ba605>+47%</Color>,47,37,1,头盔属性<Color=#2ba605>+45%</Color>,45,5,1,暴击<Color=#2ba605>+36%</Color>,36,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15088,88,狂野成长,210338,1,5,3,1,生命<Color=#2ba605>+46%</Color>,46,40,1,重装裤属性<Color=#2ba605>+43%</Color>,43,6,1,治疗效果<Color=#2ba605>+36%</Color>,36,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15089,89,同归于尽,210139,1,5,3,1,生命<Color=#2ba605>+45%</Color>,45,42,1,靴子属性<Color=#2ba605>+41%</Color>,41,7,1,暴击伤害<Color=#2ba605>+38%</Color>,38,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
15090,90,天神下凡,210240,1,5,3,1,生命<Color=#2ba605>+44%</Color>,44,46,1,投掷属性<Color=#2ba605>+39%</Color>,39,10,1,命中<Color=#2ba605>+36%</Color>,36,19,1,武士护甲光环<Color=#2ba605>+45%</Color>,45,,
22091,91,绞杀,220101,2,2,12,1,闪避<Color=#2ba605>+5%</Color>,5,,,,,,,,,,,,,,
22092,92,破甲,220202,2,2,12,1,闪避<Color=#2ba605>+6%</Color>,6,,,,,,,,,,,,,,
22093,93,急速攻击,220303,2,2,12,1,闪避<Color=#2ba605>+7%</Color>,7,,,,,,,,,,,,,,
22094,94,狂刃,220104,2,2,12,1,闪避<Color=#2ba605>+8%</Color>,8,,,,,,,,,,,,,,
22095,95,炫目,220205,2,2,12,1,闪避<Color=#2ba605>+9%</Color>,9,,,,,,,,,,,,,,
22096,96,绞杀,220101,2,2,3,1,生命<Color=#2ba605>+5%</Color>,5,,,,,,,,,,,,,,
22097,97,破甲,220202,2,2,3,1,生命<Color=#2ba605>+6%</Color>,6,,,,,,,,,,,,,,
22098,98,急速攻击,220303,2,2,3,1,生命<Color=#2ba605>+7%</Color>,7,,,,,,,,,,,,,,
22099,99,狂刃,220104,2,2,3,1,生命<Color=#2ba605>+8%</Color>,8,,,,,,,,,,,,,,
22100,100,炫目,220205,2,2,3,1,生命<Color=#2ba605>+9%</Color>,9,,,,,,,,,,,,,,
22101,101,绞杀,220101,2,2,1,1,攻击<Color=#2ba605>+5%</Color>,5,,,,,,,,,,,,,,
22102,102,破甲,220202,2,2,1,1,攻击<Color=#2ba605>+6%</Color>,6,,,,,,,,,,,,,,
22103,103,急速攻击,220303,2,2,1,1,攻击<Color=#2ba605>+7%</Color>,7,,,,,,,,,,,,,,
22104,104,狂刃,220104,2,2,1,1,攻击<Color=#2ba605>+8%</Color>,8,,,,,,,,,,,,,,
22105,105,炫目,220205,2,2,1,1,攻击<Color=#2ba605>+9%</Color>,9,,,,,,,,,,,,,,
23106,106,蓄力挥砍,220306,2,3,12,1,闪避<Color=#2ba605>+10%</Color>,10,1,1,攻击<Color=#2ba605>+10%</Color>,10,,,,,,,,,,
23107,107,突袭,220107,2,3,12,1,闪避<Color=#2ba605>+11%</Color>,11,4,1,韧性<Color=#2ba605>+11%</Color>,11,,,,,,,,,,
23108,108,急速连击,220208,2,3,12,1,闪避<Color=#2ba605>+12%</Color>,12,5,1,暴击<Color=#2ba605>+11%</Color>,11,,,,,,,,,,
23109,109,穿透射击,220309,2,3,12,1,闪避<Color=#2ba605>+13%</Color>,13,6,1,治疗效果<Color=#2ba605>+13%</Color>,13,,,,,,,,,,
23110,110,割裂,220110,2,3,12,1,闪避<Color=#2ba605>+14%</Color>,14,7,1,暴击伤害<Color=#2ba605>+11%</Color>,11,,,,,,,,,,
23111,111,蓄力挥砍,220306,2,3,3,1,生命<Color=#2ba605>+10%</Color>,10,10,1,命中<Color=#2ba605>+14%</Color>,14,,,,,,,,,,
23112,112,突袭,220107,2,3,3,1,生命<Color=#2ba605>+11%</Color>,11,2,1,护甲<Color=#2ba605>+14%</Color>,14,,,,,,,,,,
23113,113,急速连击,220208,2,3,3,1,生命<Color=#2ba605>+12%</Color>,12,1,1,攻击<Color=#2ba605>+12%</Color>,12,,,,,,,,,,
23114,114,穿透射击,220309,2,3,3,1,生命<Color=#2ba605>+13%</Color>,13,4,1,韧性<Color=#2ba605>+10%</Color>,10,,,,,,,,,,
23115,115,割裂,220110,2,3,3,1,生命<Color=#2ba605>+14%</Color>,14,5,1,暴击<Color=#2ba605>+10%</Color>,10,,,,,,,,,,
23116,116,蓄力挥砍,220306,2,3,6,1,治疗效果<Color=#2ba605>+10%</Color>,10,6,1,治疗效果<Color=#2ba605>+12%</Color>,12,,,,,,,,,,
23117,117,突袭,220107,2,3,6,1,治疗效果<Color=#2ba605>+11%</Color>,11,7,1,暴击伤害<Color=#2ba605>+12%</Color>,12,,,,,,,,,,
23118,118,急速连击,220208,2,3,6,1,治疗效果<Color=#2ba605>+12%</Color>,12,10,1,命中<Color=#2ba605>+12%</Color>,12,,,,,,,,,,
23119,119,穿透射击,220309,2,3,6,1,治疗效果<Color=#2ba605>+13%</Color>,13,2,1,护甲<Color=#2ba605>+13%</Color>,13,,,,,,,,,,
23120,120,割裂,220110,2,3,6,1,治疗效果<Color=#2ba605>+14%</Color>,14,1,1,攻击<Color=#2ba605>+14%</Color>,14,,,,,,,,,,
24121,121,会心一击,220311,2,4,12,1,闪避<Color=#2ba605>+20%</Color>,20,26,1,利刃属性<Color=#2ba605>+20%</Color>,20,1,1,攻击<Color=#2ba605>+15%</Color>,15,,1,,,,
24122,122,旋风,220112,2,4,12,1,闪避<Color=#2ba605>+21%</Color>,21,28,1,弓弩属性<Color=#2ba605>+21%</Color>,21,4,1,韧性<Color=#2ba605>+16%</Color>,16,,1,,,,
24123,123,弱点打击,220213,2,4,12,1,闪避<Color=#2ba605>+22%</Color>,22,30,1,步枪属性<Color=#2ba605>+22%</Color>,22,5,1,暴击<Color=#2ba605>+16%</Color>,16,,1,,,,
24124,124,快速攻击,220314,2,4,12,1,闪避<Color=#2ba605>+23%</Color>,23,34,1,轻甲属性<Color=#2ba605>+23%</Color>,23,6,1,治疗效果<Color=#2ba605>+18%</Color>,18,,1,,,,
24125,125,炫目打击,220115,2,4,12,1,闪避<Color=#2ba605>+24%</Color>,24,37,1,头盔属性<Color=#2ba605>+24%</Color>,24,7,1,暴击伤害<Color=#2ba605>+17%</Color>,17,,1,,,,
24126,126,撕裂伤口,220216,2,4,12,1,闪避<Color=#2ba605>+25%</Color>,25,38,1,帽子属性<Color=#2ba605>+20%</Color>,20,10,1,命中<Color=#2ba605>+15%</Color>,15,,1,,,,
24127,127,瞬身突袭,220317,2,4,12,1,闪避<Color=#2ba605>+26%</Color>,26,39,1,轻装裤属性<Color=#2ba605>+21%</Color>,21,2,1,护甲<Color=#2ba605>+16%</Color>,16,,1,,,,
24128,128,疾风斩,220118,2,4,12,1,闪避<Color=#2ba605>+27%</Color>,27,41,1,鞋子属性<Color=#2ba605>+20%</Color>,20,1,1,攻击<Color=#2ba605>+17%</Color>,17,,1,,,,
24129,129,利刃,220219,2,4,12,1,闪避<Color=#2ba605>+28%</Color>,28,43,1,药品属性<Color=#2ba605>+21%</Color>,21,4,1,韧性<Color=#2ba605>+18%</Color>,18,,1,,,,
24130,130,切割,220320,2,4,12,1,闪避<Color=#2ba605>+29%</Color>,29,26,1,利刃属性<Color=#2ba605>+22%</Color>,22,5,1,暴击<Color=#2ba605>+18%</Color>,18,,1,,,,
24131,131,会心一击,220311,2,4,3,1,生命<Color=#2ba605>+20%</Color>,20,28,1,弓弩属性<Color=#2ba605>+23%</Color>,23,6,1,治疗效果<Color=#2ba605>+19%</Color>,19,,1,,,,
24132,132,旋风,220112,2,4,3,1,生命<Color=#2ba605>+21%</Color>,21,30,1,步枪属性<Color=#2ba605>+24%</Color>,24,7,1,暴击伤害<Color=#2ba605>+18%</Color>,18,,1,,,,
24133,133,弱点打击,220213,2,4,3,1,生命<Color=#2ba605>+22%</Color>,22,34,1,轻甲属性<Color=#2ba605>+20%</Color>,20,10,1,命中<Color=#2ba605>+16%</Color>,16,,1,,,,
24134,134,快速攻击,220314,2,4,3,1,生命<Color=#2ba605>+23%</Color>,23,37,1,头盔属性<Color=#2ba605>+21%</Color>,21,2,1,护甲<Color=#2ba605>+16%</Color>,16,,1,,,,
24135,135,炫目打击,220115,2,4,3,1,生命<Color=#2ba605>+24%</Color>,24,38,1,帽子属性<Color=#2ba605>+20%</Color>,20,1,1,攻击<Color=#2ba605>+19%</Color>,19,,1,,,,
24136,136,撕裂伤口,220216,2,4,3,1,生命<Color=#2ba605>+25%</Color>,25,39,1,轻装裤属性<Color=#2ba605>+21%</Color>,21,4,1,韧性<Color=#2ba605>+17%</Color>,17,,1,,,,
